entidad,nom_ent,mun,nom_mun,loc,nom_loc,latitud,longitud,altitud,tamloc,pobtot,pob0_14,pob15_64,pob65_mas,vivtot,tvivparhab,vph_aguadv,vph_aguafv,vph_tinaco,vph_cister,vph_drenaj,vph_nodren,vph_c_serv,vph_excsa,cve_alcaldia
9,Ciudad de México,009,Milpa Alta,205,Tecupilco (Kilómetro 17.5),19.218289444444444,-99.05071583333333,2438,1.0,124,36.0,82.0,6.0,41,33.0,33.0,0.0,29.0,7.0,33.0,0.0,33.0,31.0,009
9,Ciudad de México,009,Milpa Alta,206,Xaxalpa,19.216636944444442,-99.04940944444444,2443,1.0,141,29.0,106.0,6.0,49,40.0,36.0,4.0,34.0,14.0,38.0,2.0,34.0,33.0,009
9,Ciudad de México,009,Milpa Alta,207,Xaltepetitla,19.215639166666666,-99.04361083333333,2479,1.0,61,10.0,48.0,3.0,23,18.0,4.0,14.0,16.0,6.0,17.0,1.0,4.0,17.0,009
9,Ciudad de México,009,Milpa Alta,208,Tetecolok,19.212666944444443,-99.05412444444444,2562,1.0,88,23.0,62.0,3.0,43,25.0,2.0,23.0,24.0,9.0,25.0,0.0,2.0,24.0,009
9,Ciudad de México,009,Milpa Alta,210,Santa Rosa,19.22582861111111,-99.00321944444444,2339,1.0,187,60.0,116.0,11.0,44,44.0,9.0,35.0,31.0,24.0,41.0,3.0,9.0,39.0,009
9,Ciudad de México,009,Milpa Alta,211,Olla de Piedra,19.224285555555554,-99.00313888888888,2326,1.0,126,32.0,89.0,5.0,34,29.0,18.0,11.0,26.0,15.0,29.0,0.0,18.0,27.0,009
9,Ciudad de México,009,Milpa Alta,213,El Zapote (Techultepec),19.211290833333333,-99.00528333333334,2321,1.0,66,25.0,40.0,1.0,15,14.0,3.0,11.0,13.0,0.0,13.0,1.0,3.0,12.0,009
9,Ciudad de México,009,Milpa Alta,214,Maxulco (Barrio Cruztitla),19.20936638888889,-99.00343583333333,2313,1.0,222,61.0,149.0,12.0,80,62.0,38.0,24.0,60.0,49.0,62.0,0.0,38.0,62.0,009
9,Ciudad de México,009,Milpa Alta,215,Tecoxpa (El Pirul),19.20701777777778,-99.01055861111111,2358,1.0,11,4.0,6.0,1.0,7,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,009
9,Ciudad de México,009,Milpa Alta,216,Santa Martha Cosalan,19.203540555555556,-99.02342694444444,2387,1.0,98,27.0,61.0,10.0,28,24.0,14.0,10.0,22.0,5.0,23.0,1.0,13.0,17.0,009
9,Ciudad de México,009,Milpa Alta,217,Zacuaztitla,19.20291472222222,-98.98290055555556,2302,2.0,413,118.0,281.0,14.0,125,97.0,8.0,89.0,79.0,29.0,91.0,6.0,8.0,93.0,009
9,Ciudad de México,009,Milpa Alta,219,Omaxa,19.184651388888888,-99.09427916666667,2855,1.0,191,51.0,133.0,7.0,52,46.0,5.0,41.0,41.0,5.0,46.0,0.0,5.0,45.0,009
9,Ciudad de México,009,Milpa Alta,222,Ahuatitla (Ixmatunco),19.18498,-99.08204055555555,2802,1.0,47,13.0,33.0,1.0,17,13.0,4.0,9.0,12.0,0.0,11.0,2.0,4.0,12.0,009
9,Ciudad de México,009,Milpa Alta,223,Texacazintla (Xacalixpa),19.177914166666667,-99.07878111111111,2867,1.0,111,30.0,76.0,5.0,37,29.0,16.0,13.0,25.0,8.0,25.0,4.0,15.0,26.0,009
9,Ciudad de México,009,Milpa Alta,224,Chichilesca,19.177102222222224,-99.06767416666666,2792,1.0,207,55.0,142.0,10.0,65,49.0,3.0,46.0,39.0,9.0,48.0,1.0,3.0,43.0,009
9,Ciudad de México,009,Milpa Alta,226,Calle Capulines,19.1977775,-99.05922111111111,2504,1.0,13,1.0,10.0,2.0,6,5.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,4.0,009
9,Ciudad de México,009,Milpa Alta,227,Temalacatl,19.19474222222222,-99.05757194444445,2534,1.0,46,17.0,29.0,0.0,17,11.0,11.0,0.0,11.0,0.0,11.0,0.0,11.0,11.0,009
9,Ciudad de México,009,Milpa Alta,228,Temoayan,19.19656,-99.05680833333334,2511,1.0,12,0.0,12.0,0.0,5,3.0,3.0,0.0,3.0,2.0,3.0,0.0,3.0,3.0,009
9,Ciudad de México,009,Milpa Alta,229,Prolongación Xolotl,19.19323222222222,-99.05578361111111,2548,1.0,20,8.0,12.0,0.0,11,4.0,3.0,1.0,4.0,1.0,4.0,0.0,3.0,4.0,009
9,Ciudad de México,009,Milpa Alta,233,Las Cruces Parte Alta (Tehuepanco),19.17451638888889,-99.03973638888888,2700,1.0,166,43.0,111.0,12.0,54,42.0,41.0,1.0,32.0,4.0,42.0,0.0,41.0,40.0,009
9,Ciudad de México,009,Milpa Alta,234,Cuacualipa,19.17062888888889,-99.03425916666666,2717,1.0,36,7.0,29.0,0.0,15,12.0,8.0,4.0,8.0,2.0,8.0,4.0,6.0,9.0,009
9,Ciudad de México,009,Milpa Alta,235,Tehuistitla,19.170215555555558,-99.03808916666667,2726,1.0,88,30.0,57.0,1.0,27,24.0,24.0,0.0,20.0,2.0,24.0,0.0,24.0,23.0,009
9,Ciudad de México,009,Milpa Alta,236,Cuaxaltepec,19.16759916666667,-99.03690944444445,2767,1.0,10,2.0,6.0,2.0,3,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,009
9,Ciudad de México,009,Milpa Alta,239,Tecpallo,19.197178333333333,-98.99061972222222,2383,1.0,70,15.0,52.0,3.0,32,21.0,21.0,0.0,20.0,3.0,21.0,0.0,21.0,21.0,009
9,Ciudad de México,009,Milpa Alta,241,Loma Bonita,19.17447527777778,-98.98800166666666,2601,1.0,64,14.0,49.0,1.0,18,18.0,14.0,4.0,16.0,2.0,17.0,1.0,13.0,13.0,009
9,Ciudad de México,009,Milpa Alta,242,Cuacuahotlipa,19.168303333333334,-98.98715833333334,2657,2.0,300,79.0,209.0,12.0,84,78.0,66.0,12.0,68.0,25.0,75.0,3.0,63.0,75.0,009
9,Ciudad de México,009,Milpa Alta,243,Nacatulatlaxco,19.167273055555558,-98.99164194444444,2663,1.0,20,5.0,12.0,3.0,7,6.0,5.0,0.0,4.0,1.0,5.0,0.0,5.0,4.0,009
9,Ciudad de México,009,Milpa Alta,244,Tlacoxpa (Teshutla),19.165397499999997,-98.98952222222222,2665,1.0,31,7.0,22.0,2.0,8,7.0,5.0,2.0,6.0,2.0,7.0,0.0,5.0,7.0,009
9,Ciudad de México,009,Milpa Alta,245,Citlalcuac (Rancho el Paraíso Perdido),19.20029222222222,-99.09566388888888,2654,1.0,114,44.0,69.0,1.0,30,25.0,23.0,2.0,24.0,9.0,25.0,0.0,23.0,24.0,009
9,Ciudad de México,009,Milpa Alta,246,Atoctenco (Prolongación Niños Héroes),19.20003583333333,-99.0867036111111,2630,1.0,140,38.0,95.0,7.0,47,41.0,25.0,16.0,39.0,16.0,37.0,4.0,24.0,36.0,009
9,Ciudad de México,009,Milpa Alta,248,Paraje Huicalco,19.210150277777778,-99.06014166666667,2580,1.0,111,27.0,79.0,5.0,35,31.0,28.0,3.0,24.0,14.0,31.0,0.0,28.0,31.0,009
9,Ciudad de México,009,Milpa Alta,249,Los Aguilar,19.206346944444444,-99.07646666666666,2647,1.0,11,0.0,7.0,4.0,6,6.0,6.0,0.0,6.0,6.0,6.0,0.0,6.0,6.0,009
9,Ciudad de México,009,Milpa Alta,250,Tetexaloca,19.188661944444444,-99.06150333333333,2626,1.0,25,5.0,20.0,0.0,11,7.0,7.0,0.0,6.0,1.0,7.0,0.0,7.0,7.0,009
9,Ciudad de México,009,Milpa Alta,251,Prolongación Justo Sierra,19.201325555555556,-99.05858694444444,2469,1.0,48,12.0,34.0,2.0,19,13.0,13.0,0.0,12.0,4.0,13.0,0.0,13.0,13.0,009
9,Ciudad de México,009,Milpa Alta,252,Acatlahuco,19.18103166666667,-99.06217333333333,2704,1.0,95,18.0,76.0,1.0,29,26.0,3.0,23.0,16.0,9.0,25.0,1.0,3.0,22.0,009
9,Ciudad de México,009,Milpa Alta,253,Xalmoyo,19.186270833333335,-99.09838416666666,2830,1.0,95,25.0,65.0,5.0,28,24.0,3.0,21.0,24.0,6.0,24.0,0.0,3.0,24.0,009
9,Ciudad de México,009,Milpa Alta,254,Oluca,19.194220277777777,-99.10305583333333,2713,2.0,367,86.0,269.0,12.0,127,96.0,16.0,79.0,69.0,40.0,92.0,3.0,15.0,91.0,009
9,Ciudad de México,009,Milpa Alta,256,Tlalcoxtepec,19.2002475,-99.08248666666667,2598,1.0,221,65.0,149.0,7.0,80,63.0,30.0,33.0,59.0,14.0,63.0,0.0,29.0,63.0,009
9,Ciudad de México,009,Milpa Alta,257,Camino Viejo a Santa Cruz,19.21197722222222,-99.06728361111111,2573,1.0,78,29.0,48.0,1.0,38,19.0,18.0,1.0,12.0,4.0,19.0,0.0,18.0,19.0,009
9,Ciudad de México,009,Milpa Alta,264,Panuca (Cuatexoxoco),19.165838055555554,-98.99531611111111,2730,1.0,49,11.0,35.0,3.0,16,15.0,5.0,10.0,12.0,1.0,13.0,2.0,5.0,10.0,009
9,Ciudad de México,009,Milpa Alta,265,Tlaltepec (Tlacoxtepec),19.185645,-99.00603,2471,1.0,107,18.0,86.0,3.0,48,34.0,31.0,3.0,32.0,9.0,34.0,0.0,31.0,26.0,009
9,Ciudad de México,009,Milpa Alta,266,Chimeo (Las Palmas),19.222076388888887,-99.01025888888888,2425,1.0,146,44.0,93.0,9.0,35,33.0,3.0,30.0,30.0,10.0,29.0,4.0,3.0,24.0,009
9,Ciudad de México,009,Milpa Alta,268,Moxala,19.20730777777778,-99.01449333333333,2381,1.0,161,53.0,102.0,6.0,40,35.0,12.0,23.0,31.0,11.0,35.0,0.0,12.0,30.0,009
9,Ciudad de México,009,Milpa Alta,269,El Cerrito,19.211314722222223,-98.98852277777777,2257,1.0,236,67.0,162.0,7.0,75,54.0,54.0,0.0,51.0,12.0,54.0,0.0,54.0,54.0,009
9,Ciudad de México,009,Milpa Alta,271,San Miguel (Tecoxomayehualtitla),19.167134444444446,-99.00562027777778,2781,1.0,34,7.0,27.0,0.0,11,11.0,0.0,11.0,11.0,0.0,11.0,0.0,0.0,4.0,009
9,Ciudad de México,009,Milpa Alta,274,Tlalmanco (Prolongación Benito Juárez),19.16446611111111,-98.99867194444444,2781,1.0,12,5.0,7.0,0.0,6,3.0,0.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,009
9,Ciudad de México,009,Milpa Alta,275,Tlalcocomoya,19.172182777777778,-99.043665,2757,1.0,38,11.0,25.0,2.0,15,10.0,10.0,0.0,8.0,1.0,10.0,0.0,10.0,9.0,009
9,Ciudad de México,009,Milpa Alta,276,Paraje Tatazquiopa,19.171589166666667,-99.04479888888889,2768,1.0,27,9.0,17.0,1.0,9,8.0,3.0,5.0,4.0,0.0,8.0,0.0,3.0,4.0,009
9,Ciudad de México,009,Milpa Alta,277,Atoctenco,19.21565638888889,-99.04792277777777,2457,3.0,546,144.0,373.0,29.0,155,123.0,115.0,8.0,91.0,9.0,121.0,2.0,113.0,117.0,009
9,Ciudad de México,009,Milpa Alta,278,Tecamac,19.1930075,-99.03384972222221,2477,1.0,63,20.0,39.0,4.0,14,12.0,12.0,0.0,10.0,2.0,12.0,0.0,12.0,10.0,009
9,Ciudad de México,009,Milpa Alta,280,Teutlalpa,19.21035111111111,-99.05732222222223,2569,1.0,11,5.0,5.0,1.0,4,3.0,2.0,1.0,2.0,3.0,3.0,0.0,2.0,3.0,009
9,Ciudad de México,009,Milpa Alta,281,Zihuantemohuayan,19.21393833333333,-99.05745972222222,2577,1.0,27,7.0,16.0,4.0,20,8.0,2.0,6.0,8.0,7.0,8.0,0.0,2.0,8.0,009
9,Ciudad de México,009,Milpa Alta,282,Las Abejas,19.20914388888889,-99.0759486111111,2623,1.0,20,6.0,12.0,2.0,5,5.0,2.0,3.0,3.0,4.0,4.0,1.0,2.0,4.0,009
9,Ciudad de México,009,Milpa Alta,283,Tlatzala,19.21038722222222,-99.05452916666667,2520,1.0,50,19.0,31.0,0.0,13,11.0,3.0,8.0,10.0,7.0,11.0,0.0,3.0,11.0,009
9,Ciudad de México,009,Milpa Alta,284,Tetzompa,19.206005555555556,-99.013555,2368,1.0,66,18.0,46.0,2.0,19,14.0,14.0,0.0,14.0,2.0,14.0,0.0,14.0,13.0,009
9,Ciudad de México,009,Milpa Alta,285,Tuzanco (La Joya),19.2012225,-99.0882975,2619,2.0,351,86.0,255.0,10.0,113,91.0,53.0,38.0,79.0,28.0,86.0,5.0,50.0,82.0,009
9,Ciudad de México,009,Milpa Alta,288,Tlacopanco,19.193130555555555,-99.07092638888888,2618,1.0,59,16.0,43.0,0.0,24,15.0,14.0,1.0,11.0,0.0,15.0,0.0,14.0,14.0,009
9,Ciudad de México,009,Milpa Alta,289,Pixucaltitla,19.192575555555557,-99.07219916666666,2629,1.0,72,32.0,40.0,0.0,18,13.0,13.0,0.0,12.0,0.0,13.0,0.0,13.0,13.0,009
9,Ciudad de México,009,Milpa Alta,291,Kilómetro 24,19.177716944444445,-99.02007027777778,2601,1.0,21,8.0,13.0,0.0,4,4.0,1.0,3.0,4.0,0.0,4.0,0.0,1.0,4.0,009
9,Ciudad de México,009,Milpa Alta,292,Joyas Parte Alta,19.207620833333333,-98.99168,2268,3.0,591,159.0,411.0,21.0,208,156.0,104.0,52.0,130.0,72.0,155.0,1.0,103.0,153.0,009
9,Ciudad de México,009,Milpa Alta,297,San Antonio Cuilotepec,19.184409722222224,-99.09152555555555,2872,2.0,390,108.0,271.0,11.0,116,91.0,13.0,78.0,79.0,21.0,90.0,1.0,13.0,84.0,009
9,Ciudad de México,009,Milpa Alta,300,San Nicolás Tetelco,19.208455,-98.97056083333334,2259,5.0,4078,1055.0,2749.0,274.0,1100,1008.0,995.0,9.0,810.0,75.0,1001.0,3.0,992.0,991.0,009
9,Ciudad de México,009,Milpa Alta,301,El Tejocote,19.203725555555554,-98.97025416666666,2285,1.0,86,17.0,62.0,7.0,40,26.0,24.0,2.0,21.0,3.0,25.0,1.0,23.0,24.0,009
9,Ciudad de México,009,Milpa Alta,303,Arboledas,19.209614166666665,-98.98083555555556,2252,1.0,183,53.0,119.0,11.0,51,45.0,45.0,0.0,25.0,6.0,45.0,0.0,45.0,45.0,009
9,Ciudad de México,009,Milpa Alta,304,Emiliano Zapata (Camino al Cerro),19.20556472222222,-98.97220083333333,2267,1.0,45,18.0,27.0,0.0,13,10.0,8.0,2.0,4.0,0.0,5.0,5.0,4.0,9.0,009
9,Ciudad de México,009,Milpa Alta,305,Corraltitla,19.202569444444443,-99.02030388888889,2381,1.0,166,40.0,123.0,3.0,46,39.0,21.0,18.0,34.0,15.0,39.0,0.0,21.0,31.0,009
9,Ciudad de México,009,Milpa Alta,306,Tepanoco,19.204428888888888,-99.01851305555556,2388,1.0,33,11.0,19.0,3.0,9,7.0,5.0,2.0,7.0,2.0,7.0,0.0,5.0,7.0,009
9,Ciudad de México,009,Milpa Alta,310,Santa Martha Xolco,19.205034722222223,-99.03074333333333,2412,1.0,58,20.0,38.0,0.0,22,13.0,5.0,8.0,12.0,4.0,8.0,5.0,4.0,8.0,009
9,Ciudad de México,009,Milpa Alta,312,Tepetitla (Villa Hermosa),19.19782777777778,-99.03579472222222,2432,1.0,27,5.0,20.0,2.0,7,7.0,1.0,6.0,4.0,1.0,7.0,0.0,1.0,7.0,009
9,Ciudad de México,009,Milpa Alta,313,Totoxhpa (Cerrada Culiacán),19.192716944444445,-99.0323725,2461,1.0,17,5.0,12.0,0.0,6,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,2.0,009
9,Ciudad de México,009,Milpa Alta,314,Belizario Domínguez,19.203388888888888,-99.00844694444444,2317,1.0,182,38.0,131.0,13.0,61,48.0,39.0,9.0,41.0,13.0,46.0,2.0,39.0,38.0,009
9,Ciudad de México,009,Milpa Alta,315,Nuchtla,19.20661611111111,-99.04456527777778,2469,3.0,512,127.0,367.0,18.0,160,114.0,107.0,7.0,93.0,40.0,114.0,0.0,107.0,108.0,009
9,Ciudad de México,009,Milpa Alta,316,Tehuizco,19.21165472222222,-99.04340055555555,2485,2.0,301,80.0,213.0,8.0,90,70.0,63.0,7.0,63.0,30.0,70.0,0.0,63.0,65.0,009
9,Ciudad de México,009,Milpa Alta,317,Axayatipac,19.210336666666667,-99.04652333333333,2448,1.0,230,68.0,152.0,10.0,68,57.0,57.0,0.0,49.0,7.0,57.0,0.0,57.0,53.0,009
9,Ciudad de México,009,Milpa Alta,318,Ayotepec,19.206304166666666,-99.04011638888889,2478,1.0,105,18.0,73.0,14.0,39,28.0,7.0,21.0,22.0,9.0,26.0,2.0,7.0,25.0,009
9,Ciudad de México,009,Milpa Alta,319,Ochpantenco,19.17164027777778,-99.03546138888889,2699,1.0,66,19.0,43.0,4.0,18,18.0,17.0,1.0,15.0,2.0,18.0,0.0,17.0,15.0,009
9,Ciudad de México,009,Milpa Alta,321,La Virgen,19.21113,-99.05085583333333,2489,1.0,13,3.0,7.0,3.0,4,4.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,3.0,009
9,Ciudad de México,009,Milpa Alta,322,Matlahuacaloca,19.20738722222222,-99.05020583333334,2490,2.0,251,60.0,179.0,12.0,75,65.0,24.0,41.0,61.0,23.0,62.0,3.0,22.0,63.0,009
9,Ciudad de México,009,Milpa Alta,323,Tula (Huixtotlazintla),19.20445638888889,-99.05278305555555,2439,1.0,129,34.0,83.0,12.0,28,28.0,27.0,1.0,25.0,12.0,28.0,0.0,26.0,28.0,009
9,Ciudad de México,009,Milpa Alta,326,Tlatlapantunco,19.196514722222222,-99.04616638888889,2525,1.0,17,5.0,12.0,0.0,7,3.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,3.0,009
9,Ciudad de México,009,Milpa Alta,328,San Agustín,19.18308138888889,-99.01829611111111,2495,1.0,72,21.0,48.0,3.0,26,20.0,19.0,1.0,17.0,5.0,20.0,0.0,19.0,19.0,009
9,Ciudad de México,009,Milpa Alta,332,Los Angeles,19.18140777777778,-99.02588583333333,2523,1.0,29,10.0,19.0,0.0,8,7.0,4.0,3.0,7.0,3.0,6.0,1.0,4.0,5.0,009
9,Ciudad de México,009,Milpa Alta,333,Tezontlipac (San Lorenzo Tlacoyucan),19.1806875,-99.02834166666666,2544,1.0,31,5.0,25.0,1.0,7,6.0,6.0,0.0,5.0,3.0,6.0,0.0,6.0,6.0,009
9,Ciudad de México,009,Milpa Alta,337,Tlalzonco,19.17204638888889,-99.02762055555556,2691,1.0,41,13.0,28.0,0.0,11,10.0,10.0,0.0,9.0,1.0,10.0,0.0,10.0,9.0,009
9,Ciudad de México,009,Milpa Alta,338,Temazcaltitla,19.17257027777778,-99.02833777777778,2679,1.0,71,23.0,47.0,1.0,20,15.0,14.0,1.0,12.0,1.0,15.0,0.0,14.0,13.0,009
9,Ciudad de México,009,Milpa Alta,340,Chautonco,19.175698055555557,-99.02710166666667,2626,1.0,133,33.0,89.0,11.0,39,36.0,33.0,3.0,33.0,8.0,34.0,2.0,33.0,34.0,009
9,Ciudad de México,009,Milpa Alta,341,Texotitla,19.189676666666667,-99.09927944444443,2788,1.0,20,8.0,12.0,0.0,7,7.0,2.0,5.0,6.0,1.0,7.0,0.0,2.0,7.0,009
9,Ciudad de México,009,Milpa Alta,342,Coatepec,19.186144444444444,-99.09595388888889,2824,1.0,121,33.0,83.0,5.0,31,28.0,2.0,26.0,24.0,1.0,28.0,0.0,2.0,24.0,009
9,Ciudad de México,009,Milpa Alta,344,Ocotitla (Barrio de Santa Cruz),19.207557777777776,-99.0196325,2407,1.0,74,21.0,49.0,4.0,21,18.0,2.0,16.0,16.0,7.0,17.0,1.0,2.0,10.0,009
9,Ciudad de México,009,Milpa Alta,345,Teuhtli,19.223392777777775,-99.0065063888889,2366,1.0,46,17.0,29.0,0.0,10,10.0,4.0,6.0,9.0,2.0,10.0,0.0,4.0,10.0,009
9,Ciudad de México,009,Milpa Alta,347,Xochiatlaco,19.185084166666666,-99.00197694444445,2471,1.0,21,7.0,12.0,2.0,9,5.0,5.0,0.0,3.0,0.0,5.0,0.0,5.0,2.0,009
9,Ciudad de México,009,Milpa Alta,348,Huacaltunco,19.18288916666667,-99.00320888888889,2509,1.0,65,14.0,49.0,2.0,27,19.0,19.0,0.0,17.0,0.0,9.0,10.0,9.0,19.0,009
9,Ciudad de México,009,Milpa Alta,351,Tlahuiztpa,19.171140555555557,-99.00533861111111,2713,1.0,129,43.0,80.0,6.0,41,34.0,4.0,30.0,32.0,1.0,34.0,0.0,4.0,30.0,009
9,Ciudad de México,009,Milpa Alta,352,Zacacali,19.182853333333334,-99.05759444444445,2667,1.0,76,21.0,53.0,2.0,25,20.0,20.0,0.0,20.0,7.0,20.0,0.0,20.0,20.0,009
9,Ciudad de México,009,Milpa Alta,354,Camino Viejo a Tlaltenamic,19.18520388888889,-99.04366,2649,1.0,87,33.0,51.0,3.0,31,21.0,17.0,4.0,21.0,4.0,21.0,0.0,17.0,16.0,009
9,Ciudad de México,009,Milpa Alta,355,Joyas del Pedregal,19.176574444444444,-98.98713000000001,2578,1.0,51,16.0,31.0,4.0,23,16.0,16.0,0.0,15.0,2.0,14.0,2.0,14.0,11.0,009
9,Ciudad de México,009,Milpa Alta,356,Los Romero,19.15839111111111,-98.99351416666667,2822,1.0,20,5.0,13.0,2.0,11,7.0,0.0,7.0,4.0,0.0,6.0,1.0,0.0,2.0,009
9,Ciudad de México,009,Milpa Alta,358,Don Diegoco,19.2128175,-98.98951138888889,2257,1.0,29,6.0,21.0,2.0,15,9.0,9.0,0.0,7.0,2.0,9.0,0.0,9.0,9.0,009
9,Ciudad de México,009,Milpa Alta,359,Apilintitla,19.212001944444445,-99.06278611111111,2579,1.0,51,9.0,39.0,3.0,13,10.0,9.0,1.0,7.0,5.0,10.0,0.0,9.0,10.0,009
9,Ciudad de México,009,Milpa Alta,360,Atlahuitonca,19.196433055555556,-98.99396083333333,2346,1.0,98,19.0,77.0,2.0,44,33.0,33.0,0.0,33.0,2.0,33.0,0.0,33.0,30.0,009
9,Ciudad de México,009,Milpa Alta,361,Xilozuchitl,19.194826111111112,-99.07287916666667,2602,1.0,70,23.0,45.0,2.0,18,15.0,15.0,0.0,9.0,2.0,15.0,0.0,15.0,15.0,009
9,Ciudad de México,009,Milpa Alta,362,Tenco,19.190689722222224,-99.06898055555556,2627,1.0,13,5.0,8.0,0.0,5,4.0,4.0,0.0,4.0,3.0,4.0,0.0,4.0,4.0,009
9,Ciudad de México,009,Milpa Alta,363,Xonacatepec,19.200626666666665,-98.99364166666666,2318,1.0,30,11.0,18.0,1.0,8,7.0,7.0,0.0,5.0,2.0,6.0,1.0,6.0,5.0,009
9,Ciudad de México,009,Milpa Alta,364,Xicalhuacan,19.2016425,-98.99676,2302,1.0,43,12.0,26.0,5.0,25,16.0,16.0,0.0,11.0,4.0,15.0,1.0,14.0,13.0,009
9,Ciudad de México,009,Milpa Alta,365,Ixotitla,19.183136944444446,-99.082065,2829,1.0,37,8.0,26.0,3.0,17,11.0,3.0,8.0,9.0,1.0,10.0,1.0,3.0,7.0,009
9,Ciudad de México,009,Milpa Alta,366,Xaltenco,19.201088055555555,-99.03704833333333,2449,1.0,14,2.0,11.0,1.0,5,5.0,5.0,0.0,5.0,1.0,5.0,0.0,5.0,5.0,009
9,Ciudad de México,009,Milpa Alta,367,Tlaquexpa,19.201170555555557,-99.09375305555555,2675,1.0,32,7.0,23.0,2.0,14,9.0,9.0,0.0,8.0,2.0,9.0,0.0,9.0,9.0,009
9,Ciudad de México,009,Milpa Alta,369,Encinos,19.20678388888889,-99.015915,2393,1.0,10,5.0,5.0,0.0,6,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,009
9,Ciudad de México,009,Milpa Alta,370,Tehuehuec,19.208542777777776,-99.0235286111111,2421,1.0,18,3.0,15.0,0.0,8,7.0,0.0,7.0,3.0,2.0,6.0,1.0,0.0,1.0,009
9,Ciudad de México,009,Milpa Alta,371,Tlalaxco,19.217623611111108,-99.04650805555555,2473,1.0,105,35.0,69.0,1.0,46,31.0,29.0,2.0,22.0,9.0,28.0,3.0,27.0,28.0,009
9,Ciudad de México,009,Milpa Alta,372,Apetatita,19.192571944444445,-99.07592416666667,2654,1.0,89,28.0,57.0,4.0,21,18.0,15.0,3.0,17.0,4.0,18.0,0.0,15.0,18.0,009
9,Ciudad de México,009,Milpa Alta,373,Texali,19.193593055555557,-99.0767586111111,2643,1.0,67,20.0,45.0,2.0,27,21.0,21.0,0.0,19.0,2.0,21.0,0.0,21.0,21.0,009
9,Ciudad de México,009,Milpa Alta,374,Xilutepec,19.19209,-98.99115583333334,2399,1.0,46,14.0,31.0,1.0,18,13.0,13.0,0.0,13.0,0.0,13.0,0.0,13.0,13.0,009
9,Ciudad de México,009,Milpa Alta,380,Texico,19.18052388888889,-99.05115388888889,2671,1.0,21,6.0,12.0,3.0,6,6.0,5.0,1.0,6.0,0.0,6.0,0.0,5.0,5.0,009
9,Ciudad de México,009,Milpa Alta,384,Acopilipan,19.17528777777778,-99.04595305555556,2728,1.0,32,8.0,23.0,1.0,9,9.0,5.0,4.0,5.0,0.0,6.0,3.0,3.0,4.0,009
9,Ciudad de México,009,Milpa Alta,385,Hueyitlatile,19.17117,-99.00876222222222,2736,1.0,9,2.0,6.0,1.0,3,3.0,0.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,009
9,Ciudad de México,009,Milpa Alta,388,La Purísima,19.183161944444446,-99.03826972222222,2593,1.0,77,19.0,56.0,2.0,24,17.0,17.0,0.0,17.0,5.0,17.0,0.0,17.0,16.0,009
9,Ciudad de México,009,Milpa Alta,389,Atempa,19.179829722222223,-99.06444972222222,2736,1.0,33,8.0,24.0,1.0,8,8.0,2.0,6.0,5.0,1.0,7.0,1.0,2.0,7.0,009
9,Ciudad de México,009,Milpa Alta,390,Tlacuitlaya,19.201937777777776,-99.05938138888888,2509,1.0,17,6.0,9.0,2.0,4,4.0,3.0,1.0,4.0,0.0,4.0,0.0,3.0,4.0,009
9,Ciudad de México,009,Milpa Alta,391,Cruz Tlaltempa,19.202924444444445,-99.06166916666666,2564,1.0,31,10.0,18.0,3.0,8,7.0,6.0,1.0,5.0,0.0,7.0,0.0,6.0,6.0,009
9,Ciudad de México,009,Milpa Alta,392,Ahuatitla (El Tecorral),19.191050833333332,-99.06083944444444,2587,1.0,83,20.0,59.0,4.0,29,20.0,18.0,2.0,16.0,8.0,20.0,0.0,18.0,20.0,009
9,Ciudad de México,009,Milpa Alta,395,Cuapetzayuca,19.171334722222223,-99.080585,2955,1.0,17,2.0,14.0,1.0,6,6.0,0.0,6.0,5.0,0.0,4.0,2.0,0.0,4.0,009
9,Ciudad de México,009,Milpa Alta,403,Memeyuca,19.180496666666667,-99.09361444444444,2925,1.0,6,0.0,4.0,2.0,5,3.0,1.0,2.0,3.0,1.0,3.0,0.0,1.0,2.0,009
9,Ciudad de México,009,Milpa Alta,407,Papalocahuitl,19.189381666666666,-99.1051886111111,2771,1.0,37,14.0,23.0,0.0,7,6.0,0.0,6.0,4.0,1.0,4.0,2.0,0.0,5.0,009
9,Ciudad de México,009,Milpa Alta,410,Tlaltelpampa,19.215831944444442,-99.05591722222222,2566,1.0,10,1.0,9.0,0.0,3,3.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,009
9,Ciudad de México,009,Milpa Alta,413,Tepecuescotitla (San Antonio),19.20988472222222,-99.06245555555556,2579,1.0,28,7.0,18.0,3.0,12,9.0,9.0,0.0,8.0,0.0,9.0,0.0,9.0,9.0,009
