nom_estado,cve_estado,nom_alcaldia,cve_alcaldia,nom_colonia,codigo_postal,nom_alcaldia_norm,nom_colonia_norm
Ciudad de México,09,Azcapotzalco,002,Patrimonio Familiar,02980,AZCAPOTZALCO,PATRIMONIO FAMILIAR
Ciudad de México,09,Azcapotzalco,002,La Raza,02990,AZCAPOTZALCO,LA RAZA
Ciudad de México,09,Benito Juárez,014,Piedad Narvarte,03000,BENITO JUAREZ,PIEDAD NARVARTE
Ciudad de México,09,Benito Juárez,014,Atenor Salas,03010,BENITO JUAREZ,ATENOR SALAS
Ciudad de México,09,Benito Juárez,014,Narvarte Poniente,03020,BENITO JUAREZ,NARVARTE PONIENTE
Ciudad de México,09,Benito Juárez,014,Narvarte Oriente,03023,BENITO JUAREZ,NARVARTE ORIENTE
Ciudad de México,09,Benito Juárez,014,Del Valle Centro,03100,BENITO JUAREZ,DEL VALLE CENTRO
Ciudad de México,09,Benito Juárez,014,Insurgentes San Borja,03100,BENITO JUAREZ,INSURGENTES SAN BORJA
Ciudad de México,09,Benito Juárez,014,Del Valle Norte,03103,BENITO JUAREZ,DEL VALLE NORTE
Ciudad de México,09,Benito Juárez,014,Del Valle Sur,03104,BENITO JUAREZ,DEL VALLE SUR
Ciudad de México,09,Benito Juárez,014,Tlacoquemécatl,03200,BENITO JUAREZ,TLACOQUEMECATL
Ciudad de México,09,Benito Juárez,014,Actipan,03230,BENITO JUAREZ,ACTIPAN
Ciudad de México,09,Benito Juárez,014,Acacias,03240,BENITO JUAREZ,ACACIAS
Ciudad de México,09,Benito Juárez,014,Portales Sur,03300,BENITO JUAREZ,PORTALES SUR
Ciudad de México,09,Benito Juárez,014,Portales Norte,03303,BENITO JUAREZ,PORTALES NORTE
Ciudad de México,09,Benito Juárez,014,Santa Cruz Atoyac,03310,BENITO JUAREZ,SANTA CRUZ ATOYAC
Ciudad de México,09,Benito Juárez,014,Residencial Emperadores,03320,BENITO JUAREZ,RESIDENCIAL EMPERADORES
Ciudad de México,09,Benito Juárez,014,Xoco,03330,BENITO JUAREZ,XOCO
Ciudad de México,09,Benito Juárez,014,General Pedro María Anaya,03340,BENITO JUAREZ,GENERAL PEDRO MARIA ANAYA
Ciudad de México,09,Benito Juárez,014,Álamos,03400,BENITO JUAREZ,ALAMOS
Ciudad de México,09,Benito Juárez,014,Postal,03410,BENITO JUAREZ,POSTAL
Ciudad de México,09,Benito Juárez,014,Miguel Alemán,03420,BENITO JUAREZ,MIGUEL ALEMAN
Ciudad de México,09,Benito Juárez,014,Josefa Ortiz de Domínguez,03430,BENITO JUAREZ,JOSEFA ORTIZ DE DOMINGUEZ
Ciudad de México,09,Benito Juárez,014,Niños Héroes,03440,BENITO JUAREZ,NINOS HEROES
Ciudad de México,09,Benito Juárez,014,Nativitas,03500,BENITO JUAREZ,NATIVITAS
Ciudad de México,09,Benito Juárez,014,Moderna,03510,BENITO JUAREZ,MODERNA
Ciudad de México,09,Benito Juárez,014,Iztaccihuatl,03520,BENITO JUAREZ,IZTACCIHUATL
Ciudad de México,09,Benito Juárez,014,Villa de Cortés,03530,BENITO JUAREZ,VILLA DE CORTES
Ciudad de México,09,Benito Juárez,014,Del Carmen,03540,BENITO JUAREZ,DEL CARMEN
Ciudad de México,09,Benito Juárez,014,Zacahuitzco,03550,BENITO JUAREZ,ZACAHUITZCO
Ciudad de México,09,Benito Juárez,014,Albert,03560,BENITO JUAREZ,ALBERT
Ciudad de México,09,Benito Juárez,014,Portales Oriente,03570,BENITO JUAREZ,PORTALES ORIENTE
Ciudad de México,09,Benito Juárez,014,Miravalle,03580,BENITO JUAREZ,MIRAVALLE
Ciudad de México,09,Benito Juárez,014,Ermita,03590,BENITO JUAREZ,ERMITA
Ciudad de México,09,Benito Juárez,014,Vértiz Narvarte,03600,BENITO JUAREZ,VERTIZ NARVARTE
Ciudad de México,09,Benito Juárez,014,Américas Unidas,03610,BENITO JUAREZ,AMERICAS UNIDAS
Ciudad de México,09,Benito Juárez,014,Periodista,03620,BENITO JUAREZ,PERIODISTA
Ciudad de México,09,Benito Juárez,014,Independencia,03630,BENITO JUAREZ,INDEPENDENCIA
Ciudad de México,09,Benito Juárez,014,Del Lago,03640,BENITO JUAREZ,DEL LAGO
Ciudad de México,09,Benito Juárez,014,Letrán Valle,03650,BENITO JUAREZ,LETRAN VALLE
Ciudad de México,09,Benito Juárez,014,San Simón Ticumac,03660,BENITO JUAREZ,SAN SIMON TICUMAC
Ciudad de México,09,Benito Juárez,014,Santa María Nonoalco,03700,BENITO JUAREZ,SANTA MARIA NONOALCO
Ciudad de México,09,Benito Juárez,014,Ciudad de los Deportes,03710,BENITO JUAREZ,CIUDAD DE LOS DEPORTES
Ciudad de México,09,Benito Juárez,014,Nochebuena,03720,BENITO JUAREZ,NOCHEBUENA
Ciudad de México,09,Benito Juárez,014,San Juan,03730,BENITO JUAREZ,SAN JUAN
Ciudad de México,09,Benito Juárez,014,Extremadura Insurgentes,03740,BENITO JUAREZ,EXTREMADURA INSURGENTES
Ciudad de México,09,Benito Juárez,014,San Pedro de los Pinos,03800,BENITO JUAREZ,SAN PEDRO DE LOS PINOS
Ciudad de México,09,Benito Juárez,014,Nápoles,03810,BENITO JUAREZ,NAPOLES
Ciudad de México,09,Benito Juárez,014,8 de Agosto,03820,BENITO JUAREZ,8 DE AGOSTO
Ciudad de México,09,Benito Juárez,014,Ampliación Nápoles,03840,BENITO JUAREZ,AMPLIACION NAPOLES
Ciudad de México,09,Benito Juárez,014,San José Insurgentes,03900,BENITO JUAREZ,SAN JOSE INSURGENTES
Ciudad de México,09,Benito Juárez,014,Mixcoac,03910,BENITO JUAREZ,MIXCOAC
Ciudad de México,09,Benito Juárez,014,Insurgentes Mixcoac,03920,BENITO JUAREZ,INSURGENTES MIXCOAC
Ciudad de México,09,Benito Juárez,014,Merced Gómez,03930,BENITO JUAREZ,MERCED GOMEZ
Ciudad de México,09,Benito Juárez,014,Crédito Constructor,03940,BENITO JUAREZ,CREDITO CONSTRUCTOR
Ciudad de México,09,Coyoacán,003,Villa Coyoacán,04000,COYOACAN,VILLA COYOACAN
Ciudad de México,09,Coyoacán,003,Santa Catarina,04010,COYOACAN,SANTA CATARINA
Ciudad de México,09,Coyoacán,003,La Concepción,04020,COYOACAN,LA CONCEPCION
Ciudad de México,09,Coyoacán,003,San Lucas,04030,COYOACAN,SAN LUCAS
Ciudad de México,09,Coyoacán,003,Parque San Andrés,04040,COYOACAN,PARQUE SAN ANDRES
Ciudad de México,09,Coyoacán,003,Del Carmen,04100,COYOACAN,DEL CARMEN
Ciudad de México,09,Coyoacán,003,San Diego Churubusco,04120,COYOACAN,SAN DIEGO CHURUBUSCO
Ciudad de México,09,Coyoacán,003,San Mateo,04120,COYOACAN,SAN MATEO
Ciudad de México,09,Coyoacán,003,Campestre Churubusco,04200,COYOACAN,CAMPESTRE CHURUBUSCO
Ciudad de México,09,Coyoacán,003,Churubusco Country Club,04210,COYOACAN,CHURUBUSCO COUNTRY CLUB
Ciudad de México,09,Coyoacán,003,Prado Churubusco,04230,COYOACAN,PRADO CHURUBUSCO
Ciudad de México,09,Coyoacán,003,Hermosillo,04240,COYOACAN,HERMOSILLO
Ciudad de México,09,Coyoacán,003,Paseos de Taxqueña,04250,COYOACAN,PASEOS DE TAXQUENA
Ciudad de México,09,Coyoacán,003,San Francisco Culhuacán Barrio de San Francisco,04260,COYOACAN,SAN FRANCISCO CULHUACAN BARRIO DE SAN FRANCISCO
Ciudad de México,09,Coyoacán,003,San Francisco Culhuacán Barrio de La Magdalena,04260,COYOACAN,SAN FRANCISCO CULHUACAN BARRIO DE LA MAGDALENA
Ciudad de México,09,Coyoacán,003,San Francisco Culhuacán Barrio de Santa Ana,04260,COYOACAN,SAN FRANCISCO CULHUACAN BARRIO DE SANTA ANA
Ciudad de México,09,Coyoacán,003,San Francisco Culhuacán Barrio de San Juan,04260,COYOACAN,SAN FRANCISCO CULHUACAN BARRIO DE SAN JUAN
Ciudad de México,09,Coyoacán,003,Ajusco,04300,COYOACAN,AJUSCO
Ciudad de México,09,Coyoacán,003,Romero de Terreros,04310,COYOACAN,ROMERO DE TERREROS
Ciudad de México,09,Coyoacán,003,Oxtopulco Universidad,04318,COYOACAN,OXTOPULCO UNIVERSIDAD
Ciudad de México,09,Coyoacán,003,Cuadrante de San Francisco,04320,COYOACAN,CUADRANTE DE SAN FRANCISCO
Ciudad de México,09,Coyoacán,003,Pedregal de San Francisco,04320,COYOACAN,PEDREGAL DE SAN FRANCISCO
Ciudad de México,09,Coyoacán,003,El Rosedal,04330,COYOACAN,EL ROSEDAL
Ciudad de México,09,Coyoacán,003,Los Reyes,04330,COYOACAN,LOS REYES
Ciudad de México,09,Coyoacán,003,Del Niño Jesús,04330,COYOACAN,DEL NINO JESUS
Ciudad de México,09,Coyoacán,003,Copilco El Bajo,04340,COYOACAN,COPILCO EL BAJO
Ciudad de México,09,Coyoacán,003,Copilco El Alto,04360,COYOACAN,COPILCO EL ALTO
Ciudad de México,09,Coyoacán,003,Copilco Universidad,04360,COYOACAN,COPILCO UNIVERSIDAD
Ciudad de México,09,Coyoacán,003,Pedregal de Santo Domingo,04369,COYOACAN,PEDREGAL DE SANTO DOMINGO
Ciudad de México,09,Coyoacán,003,Atlántida,04370,COYOACAN,ATLANTIDA
Ciudad de México,09,Coyoacán,003,Ciudad Jardín,04370,COYOACAN,CIUDAD JARDIN
Ciudad de México,09,Coyoacán,003,El Rosario,04380,COYOACAN,EL ROSARIO
Ciudad de México,09,Coyoacán,003,La Candelaria,04380,COYOACAN,LA CANDELARIA
Ciudad de México,09,Coyoacán,003,Huayamilpas,04390,COYOACAN,HUAYAMILPAS
Ciudad de México,09,Coyoacán,003,Estudiantes de 1968,04390,COYOACAN,ESTUDIANTES DE 1968
Ciudad de México,09,Coyoacán,003,Educación,04400,COYOACAN,EDUCACION
Ciudad de México,09,Coyoacán,003,Petrolera Taxqueña,04410,COYOACAN,PETROLERA TAXQUENA
Ciudad de México,09,Coyoacán,003,Ex-Ejido de San Francisco Culhuacán,04420,COYOACAN,EX-EJIDO DE SAN FRANCISCO CULHUACAN
Ciudad de México,09,Coyoacán,003,Culhuacán CTM Sección V,04440,COYOACAN,CULHUACAN CTM SECCION V
Ciudad de México,09,Coyoacán,003,Culhuacán CTM Sección II,04440,COYOACAN,CULHUACAN CTM SECCION II
Ciudad de México,09,Coyoacán,003,Culhuacán CTM Sección I,04440,COYOACAN,CULHUACAN CTM SECCION I
Ciudad de México,09,Coyoacán,003,El Centinela,04450,COYOACAN,EL CENTINELA
Ciudad de México,09,Coyoacán,003,Avante,04460,COYOACAN,AVANTE
Ciudad de México,09,Coyoacán,003,Presidentes Ejidales 1a Sección,04470,COYOACAN,PRESIDENTES EJIDALES 1A SECCION
Ciudad de México,09,Coyoacán,003,Presidentes Ejidales 2a Sección,04470,COYOACAN,PRESIDENTES EJIDALES 2A SECCION
Ciudad de México,09,Coyoacán,003,Culhuacán CTM Sección VI,04480,COYOACAN,CULHUACAN CTM SECCION VI
Ciudad de México,09,Coyoacán,003,Culhuacán CTM Sección III,04480,COYOACAN,CULHUACAN CTM SECCION III
Ciudad de México,09,Coyoacán,003,Culhuacán CTM CROC,04480,COYOACAN,CULHUACAN CTM CROC
Ciudad de México,09,Coyoacán,003,Culhuacán CTM Sección X-A,04480,COYOACAN,CULHUACAN CTM SECCION X-A
Ciudad de México,09,Coyoacán,003,Culhuacán CTM Sección VII,04489,COYOACAN,CULHUACAN CTM SECCION VII
Ciudad de México,09,Coyoacán,003,Culhuacán CTM Sección Piloto,04490,COYOACAN,CULHUACAN CTM SECCION PILOTO
Ciudad de México,09,Coyoacán,003,Culhuacán CTM Canal Nacional,04490,COYOACAN,CULHUACAN CTM CANAL NACIONAL
Ciudad de México,09,Coyoacán,003,Jardines del Pedregal de San Ángel,04500,COYOACAN,JARDINES DEL PEDREGAL DE SAN ANGEL
Ciudad de México,09,Coyoacán,003,Universidad Nacional Autónoma de México,04510,COYOACAN,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO
Ciudad de México,09,Coyoacán,003,La Otra Banda,04519,COYOACAN,LA OTRA BANDA
Ciudad de México,09,Coyoacán,003,Insurgentes Cuicuilco,04530,COYOACAN,INSURGENTES CUICUILCO
Ciudad de México,09,Coyoacán,003,Pedregal de Santa Úrsula,04600,COYOACAN,PEDREGAL DE SANTA URSULA
Ciudad de México,09,Coyoacán,003,Xotepingo,04610,COYOACAN,XOTEPINGO
Ciudad de México,09,Coyoacán,003,San Pablo Tepetlapa,04620,COYOACAN,SAN PABLO TEPETLAPA
Ciudad de México,09,Coyoacán,003,Adolfo Ruiz Cortínes,04630,COYOACAN,ADOLFO RUIZ CORTINES
Ciudad de México,09,Coyoacán,003,El Reloj,04640,COYOACAN,EL RELOJ
Ciudad de México,09,Coyoacán,003,Santa Úrsula Coapa,04650,COYOACAN,SANTA URSULA COAPA
Ciudad de México,09,Coyoacán,003,Joyas del Pedregal,04660,COYOACAN,JOYAS DEL PEDREGAL
Ciudad de México,09,Coyoacán,003,Pedregal de Carrasco,04700,COYOACAN,PEDREGAL DE CARRASCO
Ciudad de México,09,Coyoacán,003,Olímpica,04710,COYOACAN,OLIMPICA
Ciudad de México,09,Coyoacán,003,Cantil del Pedregal,04730,COYOACAN,CANTIL DEL PEDREGAL
Ciudad de México,09,Coyoacán,003,Bosques de Tetlameya,04730,COYOACAN,BOSQUES DE TETLAMEYA
Ciudad de México,09,Coyoacán,003,El Caracol,04739,COYOACAN,EL CARACOL
Ciudad de México,09,Coyoacán,003,Alianza Popular Revolucionaria,04800,COYOACAN,ALIANZA POPULAR REVOLUCIONARIA
Ciudad de México,09,Coyoacán,003,Los Cedros,04800,COYOACAN,LOS CEDROS
Ciudad de México,09,Coyoacán,003,Prados de Coyoacán,04810,COYOACAN,PRADOS DE COYOACAN
Ciudad de México,09,Coyoacán,003,Emiliano Zapata,04815,COYOACAN,EMILIANO ZAPATA
Ciudad de México,09,Coyoacán,003,Los Cipreses,04830,COYOACAN,LOS CIPRESES
Ciudad de México,09,Coyoacán,003,Ex-Ejido de San Pablo Tepetlapa,04840,COYOACAN,EX-EJIDO DE SAN PABLO TEPETLAPA
Ciudad de México,09,Coyoacán,003,Espartaco,04870,COYOACAN,ESPARTACO
Ciudad de México,09,Coyoacán,003,Jardines de Coyoacán,04890,COYOACAN,JARDINES DE COYOACAN
Ciudad de México,09,Coyoacán,003,Los Olivos,04890,COYOACAN,LOS OLIVOS
Ciudad de México,09,Coyoacán,003,El Parque de Coyoacán,04899,COYOACAN,EL PARQUE DE COYOACAN
Ciudad de México,09,Coyoacán,003,Culhuacán CTM Sección VIII,04909,COYOACAN,CULHUACAN CTM SECCION VIII
Ciudad de México,09,Coyoacán,003,Culhuacán CTM Sección IX-A,04909,COYOACAN,CULHUACAN CTM SECCION IX-A
Ciudad de México,09,Coyoacán,003,Culhuacán CTM Sección IX-B,04909,COYOACAN,CULHUACAN CTM SECCION IX-B
Ciudad de México,09,Coyoacán,003,Carmen Serdán,04910,COYOACAN,CARMEN SERDAN
Ciudad de México,09,Coyoacán,003,Cafetales,04918,COYOACAN,CAFETALES
Ciudad de México,09,Coyoacán,003,Emiliano Zapata Fraccionamiento Popular,04919,COYOACAN,EMILIANO ZAPATA FRACCIONAMIENTO POPULAR
Ciudad de México,09,Coyoacán,003,Los Girasoles,04920,COYOACAN,LOS GIRASOLES
Ciudad de México,09,Coyoacán,003,Las Campanas,04929,COYOACAN,LAS CAMPANAS
Ciudad de México,09,Coyoacán,003,Santa Cecilia,04930,COYOACAN,SANTA CECILIA
Ciudad de México,09,Coyoacán,003,Campestre Coyoacán,04938,COYOACAN,CAMPESTRE COYOACAN
Ciudad de México,09,Coyoacán,003,Culhuacán CTM Sección X,04939,COYOACAN,CULHUACAN CTM SECCION X
Ciudad de México,09,Coyoacán,003,Los Sauces,04940,COYOACAN,LOS SAUCES
Ciudad de México,09,Coyoacán,003,El Mirador,04950,COYOACAN,EL MIRADOR
Ciudad de México,09,Coyoacán,003,Villa Quietud,04960,COYOACAN,VILLA QUIETUD
Ciudad de México,09,Coyoacán,003,Haciendas de Coyoacán,04970,COYOACAN,HACIENDAS DE COYOACAN
Ciudad de México,09,Coyoacán,003,Ex-Ejido de Santa Úrsula Coapa,04980,COYOACAN,EX-EJIDO DE SANTA URSULA COAPA
Ciudad de México,09,Coyoacán,003,Ex-Hacienda Coapa,04980,COYOACAN,EX-HACIENDA COAPA
Ciudad de México,09,Coyoacán,003,Viejo Ejido de Santa Úrsula Coapa,04980,COYOACAN,VIEJO EJIDO DE SANTA URSULA COAPA
Ciudad de México,09,Cuajimalpa de Morelos,004,Cuajimalpa,05000,CUAJIMALPA DE MORELOS,CUAJIMALPA
Ciudad de México,09,Cuajimalpa de Morelos,004,Zentlapatl,05010,CUAJIMALPA DE MORELOS,ZENTLAPATL
Ciudad de México,09,Cuajimalpa de Morelos,004,Loma del Padre,05020,CUAJIMALPA DE MORELOS,LOMA DEL PADRE
Ciudad de México,09,Cuajimalpa de Morelos,004,San Pedro,05030,CUAJIMALPA DE MORELOS,SAN PEDRO
Ciudad de México,09,Cuajimalpa de Morelos,004,La Manzanita,05030,CUAJIMALPA DE MORELOS,LA MANZANITA
Ciudad de México,09,Cuajimalpa de Morelos,004,San Pablo Chimalpa,05050,CUAJIMALPA DE MORELOS,SAN PABLO CHIMALPA
Ciudad de México,09,Cuajimalpa de Morelos,004,Lomas de Vista Hermosa,05100,CUAJIMALPA DE MORELOS,LOMAS DE VISTA HERMOSA
Ciudad de México,09,Cuajimalpa de Morelos,004,Cooperativa Palo Alto,05110,CUAJIMALPA DE MORELOS,COOPERATIVA PALO ALTO
Ciudad de México,09,Cuajimalpa de Morelos,004,Granjas Palo Alto,05118,CUAJIMALPA DE MORELOS,GRANJAS PALO ALTO
Ciudad de México,09,Cuajimalpa de Morelos,004,Campestre Palo Alto,05119,CUAJIMALPA DE MORELOS,CAMPESTRE PALO ALTO
Ciudad de México,09,Cuajimalpa de Morelos,004,Bosques de las Lomas,05120,CUAJIMALPA DE MORELOS,BOSQUES DE LAS LOMAS
Ciudad de México,09,Cuajimalpa de Morelos,004,Lomas del Chamizal,05129,CUAJIMALPA DE MORELOS,LOMAS DEL CHAMIZAL
Ciudad de México,09,Cuajimalpa de Morelos,004,San José de los Cedros,05200,CUAJIMALPA DE MORELOS,SAN JOSE DE LOS CEDROS
Ciudad de México,09,Cuajimalpa de Morelos,004,Granjas Navidad,05219,CUAJIMALPA DE MORELOS,GRANJAS NAVIDAD
Ciudad de México,09,Cuajimalpa de Morelos,004,Tepetongo,05220,CUAJIMALPA DE MORELOS,TEPETONGO
Ciudad de México,09,Cuajimalpa de Morelos,004,El Ébano,05230,CUAJIMALPA DE MORELOS,EL EBANO
Ciudad de México,09,Cuajimalpa de Morelos,004,El Molino,05240,CUAJIMALPA DE MORELOS,EL MOLINO
Ciudad de México,09,Cuajimalpa de Morelos,004,Jesús del Monte,05260,CUAJIMALPA DE MORELOS,JESUS DEL MONTE
Ciudad de México,09,Cuajimalpa de Morelos,004,Amado Nervo,05269,CUAJIMALPA DE MORELOS,AMADO NERVO
Ciudad de México,09,Cuajimalpa de Morelos,004,Manzanastitla,05270,CUAJIMALPA DE MORELOS,MANZANASTITLA
Ciudad de México,09,Cuajimalpa de Morelos,004,Adolfo López Mateos,05280,CUAJIMALPA DE MORELOS,ADOLFO LOPEZ MATEOS
Ciudad de México,09,Cuajimalpa de Morelos,004,El Molinito,05310,CUAJIMALPA DE MORELOS,EL MOLINITO
Ciudad de México,09,Cuajimalpa de Morelos,004,El Yaqui,05320,CUAJIMALPA DE MORELOS,EL YAQUI
Ciudad de México,09,Cuajimalpa de Morelos,004,Lomas de Memetla,05330,CUAJIMALPA DE MORELOS,LOMAS DE MEMETLA
Ciudad de México,09,Cuajimalpa de Morelos,004,Memetla,05330,CUAJIMALPA DE MORELOS,MEMETLA
Ciudad de México,09,Cuajimalpa de Morelos,004,Ampliación Memetla,05330,CUAJIMALPA DE MORELOS,AMPLIACION MEMETLA
Ciudad de México,09,Cuajimalpa de Morelos,004,Ampliación el Yaqui,05330,CUAJIMALPA DE MORELOS,AMPLIACION EL YAQUI
Ciudad de México,09,Cuajimalpa de Morelos,004,Santa Fe Cuajimalpa,05348,CUAJIMALPA DE MORELOS,SANTA FE CUAJIMALPA
Ciudad de México,09,Cuajimalpa de Morelos,004,Locaxco,05360,CUAJIMALPA DE MORELOS,LOCAXCO
Ciudad de México,09,Cuajimalpa de Morelos,004,Las Tinajas,05370,CUAJIMALPA DE MORELOS,LAS TINAJAS
Ciudad de México,09,Cuajimalpa de Morelos,004,Lomas de San Pedro,05379,CUAJIMALPA DE MORELOS,LOMAS DE SAN PEDRO
Ciudad de México,09,Cuajimalpa de Morelos,004,El Tianguillo,05400,CUAJIMALPA DE MORELOS,EL TIANGUILLO
Ciudad de México,09,Cuajimalpa de Morelos,004,San Lorenzo Acopilco,05410,CUAJIMALPA DE MORELOS,SAN LORENZO ACOPILCO
Ciudad de México,09,Cuajimalpa de Morelos,004,1° de Mayo,05410,CUAJIMALPA DE MORELOS,1 DE MAYO
Ciudad de México,09,Cuajimalpa de Morelos,004,Contadero,05500,CUAJIMALPA DE MORELOS,CONTADERO
Ciudad de México,09,Cuajimalpa de Morelos,004,La Venta,05520,CUAJIMALPA DE MORELOS,LA VENTA
Ciudad de México,09,Cuajimalpa de Morelos,004,Abdías García Soto,05530,CUAJIMALPA DE MORELOS,ABDIAS GARCIA SOTO
Ciudad de México,09,Cuajimalpa de Morelos,004,San Mateo Tlaltenango,05600,CUAJIMALPA DE MORELOS,SAN MATEO TLALTENANGO
Ciudad de México,09,Cuajimalpa de Morelos,004,Santa Rosa Xochiac,05610,CUAJIMALPA DE MORELOS,SANTA ROSA XOCHIAC
Ciudad de México,09,Cuajimalpa de Morelos,004,Cruz Blanca,05700,CUAJIMALPA DE MORELOS,CRUZ BLANCA
Ciudad de México,09,Cuajimalpa de Morelos,004,Las Maromas,05710,CUAJIMALPA DE MORELOS,LAS MAROMAS
Ciudad de México,09,Cuajimalpa de Morelos,004,Xalpa,05730,CUAJIMALPA DE MORELOS,XALPA
Ciudad de México,09,Cuajimalpa de Morelos,004,La Pila,05750,CUAJIMALPA DE MORELOS,LA PILA
Ciudad de México,09,Cuajimalpa de Morelos,004,Las Lajas,05760,CUAJIMALPA DE MORELOS,LAS LAJAS
Ciudad de México,09,Cuajimalpa de Morelos,004,Agua Bendita,05780,CUAJIMALPA DE MORELOS,AGUA BENDITA
Ciudad de México,09,Cuajimalpa de Morelos,004,Puerto Las Cruces,05790,CUAJIMALPA DE MORELOS,PUERTO LAS CRUCES
Ciudad de México,09,Cuauhtémoc,015,Centro (Área 1),06000,CUAUHTEMOC,CENTRO (AREA 1)
Ciudad de México,09,Cuauhtémoc,015,Centro (Área 2),06010,CUAUHTEMOC,CENTRO (AREA 2)
Ciudad de México,09,Cuauhtémoc,015,Centro (Área 3),06020,CUAUHTEMOC,CENTRO (AREA 3)
Ciudad de México,09,Cuauhtémoc,015,Tabacalera,06030,CUAUHTEMOC,TABACALERA
Ciudad de México,09,Cuauhtémoc,015,Centro (Área 4),06040,CUAUHTEMOC,CENTRO (AREA 4)
Ciudad de México,09,Cuauhtémoc,015,Centro (Área 5),06050,CUAUHTEMOC,CENTRO (AREA 5)
Ciudad de México,09,Cuauhtémoc,015,Centro (Área 6),06060,CUAUHTEMOC,CENTRO (AREA 6)
Ciudad de México,09,Cuauhtémoc,015,Centro (Área 7),06070,CUAUHTEMOC,CENTRO (AREA 7)
Ciudad de México,09,Cuauhtémoc,015,Centro (Área 8),06080,CUAUHTEMOC,CENTRO (AREA 8)
Ciudad de México,09,Cuauhtémoc,015,Centro (Área 9),06090,CUAUHTEMOC,CENTRO (AREA 9)
Ciudad de México,09,Cuauhtémoc,015,Hipódromo,06100,CUAUHTEMOC,HIPODROMO
Ciudad de México,09,Cuauhtémoc,015,Condesa,06140,CUAUHTEMOC,CONDESA
Ciudad de México,09,Cuauhtémoc,015,Hipódromo Condesa,06170,CUAUHTEMOC,HIPODROMO CONDESA
Ciudad de México,09,Cuauhtémoc,015,Morelos,06200,CUAUHTEMOC,MORELOS
Ciudad de México,09,Cuauhtémoc,015,Peralvillo,06220,CUAUHTEMOC,PERALVILLO
Ciudad de México,09,Cuauhtémoc,015,Valle Gómez,06240,CUAUHTEMOC,VALLE GOMEZ
Ciudad de México,09,Cuauhtémoc,015,Ex-Hipódromo de Peralvillo,06250,CUAUHTEMOC,EX-HIPODROMO DE PERALVILLO
Ciudad de México,09,Cuauhtémoc,015,Maza,06270,CUAUHTEMOC,MAZA
Ciudad de México,09,Cuauhtémoc,015,Felipe Pescador,06280,CUAUHTEMOC,FELIPE PESCADOR
Ciudad de México,09,Cuauhtémoc,015,Guerrero,06300,CUAUHTEMOC,GUERRERO
Ciudad de México,09,Cuauhtémoc,015,Buenavista,06350,CUAUHTEMOC,BUENAVISTA
Ciudad de México,09,Cuauhtémoc,015,Santa María la Ribera,06400,CUAUHTEMOC,SANTA MARIA LA RIBERA
Ciudad de México,09,Cuauhtémoc,015,Santa María Insurgentes,06430,CUAUHTEMOC,SANTA MARIA INSURGENTES
Ciudad de México,09,Cuauhtémoc,015,Atlampa,06450,CUAUHTEMOC,ATLAMPA
Ciudad de México,09,Cuauhtémoc,015,San Rafael,06470,CUAUHTEMOC,SAN RAFAEL
Ciudad de México,09,Cuauhtémoc,015,Cuauhtémoc,06500,CUAUHTEMOC,CUAUHTEMOC
Ciudad de México,09,Cuauhtémoc,015,Juárez,06600,CUAUHTEMOC,JUAREZ
Ciudad de México,09,Cuauhtémoc,015,Roma Norte,06700,CUAUHTEMOC,ROMA NORTE
Ciudad de México,09,Cuauhtémoc,015,Doctores,06720,CUAUHTEMOC,DOCTORES
Ciudad de México,09,Cuauhtémoc,015,Roma Sur,06760,CUAUHTEMOC,ROMA SUR
Ciudad de México,09,Cuauhtémoc,015,Buenos Aires,06780,CUAUHTEMOC,BUENOS AIRES
Ciudad de México,09,Cuauhtémoc,015,Obrera,06800,CUAUHTEMOC,OBRERA
Ciudad de México,09,Cuauhtémoc,015,Tránsito,06820,CUAUHTEMOC,TRANSITO
Ciudad de México,09,Cuauhtémoc,015,Esperanza,06840,CUAUHTEMOC,ESPERANZA
Ciudad de México,09,Cuauhtémoc,015,Asturias,06850,CUAUHTEMOC,ASTURIAS
Ciudad de México,09,Cuauhtémoc,015,Vista Alegre,06860,CUAUHTEMOC,VISTA ALEGRE
Ciudad de México,09,Cuauhtémoc,015,Paulino Navarro,06870,CUAUHTEMOC,PAULINO NAVARRO
Ciudad de México,09,Cuauhtémoc,015,Algarin,06880,CUAUHTEMOC,ALGARIN
Ciudad de México,09,Cuauhtémoc,015,Ampliación Asturias,06890,CUAUHTEMOC,AMPLIACION ASTURIAS
Ciudad de México,09,Cuauhtémoc,015,Nonoalco Tlatelolco,06900,CUAUHTEMOC,NONOALCO TLATELOLCO
Ciudad de México,09,Cuauhtémoc,015,San Simón Tolnáhuac,06920,CUAUHTEMOC,SAN SIMON TOLNAHUAC
Ciudad de México,09,Gustavo A. Madero,005,Aragón la Villa,07000,GUSTAVO A. MADERO,ARAGON LA VILLA
Ciudad de México,09,Gustavo A. Madero,005,Rosas del Tepeyac,07010,GUSTAVO A. MADERO,ROSAS DEL TEPEYAC
Ciudad de México,09,Gustavo A. Madero,005,Santa Isabel Tola,07010,GUSTAVO A. MADERO,SANTA ISABEL TOLA
Ciudad de México,09,Gustavo A. Madero,005,Tepetates,07010,GUSTAVO A. MADERO,TEPETATES
