id_colonia,cve_alcaldia,nom_alcaldia,nom_colonia,centroide_lat,centroide_lon,pob_colonia,pob_menores_estim,pobreza_pct_promedio,pct_aguadv,pct_drenaje,pct_excede_nom_local,antiguedad_red_proxy,antiguedad_red_anos_estim,n_fugas_total,fugas_por_10k_hab_total,lag_promedio_dias,dist_planta_km,planta_cercana_id,tasa_morbilidad_estimada_por_100k,casos_morbilidad_estimados,factor_riesgo_morbilidad,IVH,estres_score,riesgo_infantil,score_priorizacion,rank,d_urgencia,d_magnitud,d_remediabilidad,d_equidad,d_retorno,causa_raiz,intervencion,flag_top_100,flag_top_200,flag_critico_ivh,flag_estres_alto,flag_red_40plus,flag_pob_infantil_alta
07-270,007,IZTAPALAPA,DESARROLLO URBANO QUETZALCOATL  III,19.323017,-99.040253,20344,4066.0,42.87,99.59,99.77,50.0,0.8908,50.0,129,63.41,0.4,3.91,PLANTA_030,3517.42,715.6,0.7032058224701064,0.6283,0.2339943073029698,0.3614539958057844,0.2526,58,0.08237746212204897,0.45910813639097503,0.1278708657823852,0.7637460885113994,0.07047415592687699,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,0,1,1
11-042,011,TLAHUAC,SANTIAGO ZAPOTITLAN (PBLO),19.306323,-99.030761,14299,3063.0,41.5,97.6,99.5,20.0,0.8101,46.0,567,396.53,9.26,3.19,PLANTA_033,6937.08,991.9,1.3868676118819157,0.6276,0.4289239395804059,0.2717951380131417,0.2508,59,0.12257526181590932,0.3221956539803232,0.21820416942894452,0.7331247206079571,0.10384072882766146,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,0,1,1
13-042,013,XOCHIMILCO,SAN FRANCISCO TLALNEPANTLA (PBLO),19.180917,-99.117253,8300,1671.0,46.88,91.49,99.18,71.4,0.6507,38.0,133,160.24,0.55,8.61,PLANTA_044,15953.95,1324.2,3.1895273921257523,0.7641,0.22768566671519788,0.1842738159263589,0.2498,60,0.1539231590103198,0.22756621983449998,0.1893754917942727,0.8533750558784088,0.15798509470923147,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,1,0,0,1
07-162,007,IZTAPALAPA,PRESIDENTES DE MEXICO,19.332338,-99.061066,15406,3079.0,42.87,99.59,99.77,50.0,0.8908,50.0,422,273.92,0.62,1.89,PLANTA_030,3517.42,541.9,0.7032058224701064,0.6629,0.48444622233561957,0.2905396302899101,0.2497,61,0.062297299148979815,0.36672665709469804,0.2726877520000659,0.7637460885113994,0.05329637305764637,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,1,1,1
11-031,011,TLAHUAC,SAN ANDRES MIXQUIC (PBLO),19.222379,-98.959547,16265,3484.0,41.5,97.6,99.5,77.8,0.8101,46.0,307,188.75,0.72,8.84,PLANTA_033,6937.08,1128.3,1.3868676118819157,0.6816,0.2725362922457024,0.3392288860027279,0.2492,62,0.13946740098179577,0.39813482658268323,0.07879655449190483,0.7331247206079571,0.11816069183655138,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,0,1,1
13-003,013,XOCHIMILCO,BARRIO 18,19.284464,-99.111502,6173,1243.0,46.88,91.49,99.18,59.5,0.6507,38.0,489,792.16,1.49,2.97,PLANTA_044,15953.95,984.8,3.1895273921257523,0.7923,0.45422846965323,0.1424439188585881,0.2489,63,0.11442854737605784,0.17539240536511538,0.33976321356553174,0.8533750558784088,0.11741727221090832,ambas,Intervención dual: red + planta (proyecto integral),1,1,1,0,0,0
06-055,006,IZTACALCO,JUVENTINO ROSAS II,19.391108,-99.106205,7170,1228.0,25.72,99.69,99.72,15.8,0.8157,46.0,45,62.76,,0.15,PLANTA_006,2735.5,196.1,0.5468834955876182,0.4109,0.3699464160462642,0.06633021469278863,0.2444,64,0.01908108899414905,0.10547382467144378,0.8562198295215685,0.38042020563254364,0.02020598660428475,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,0,1,0
07-154,007,IZTAPALAPA,PARAJE SAN JUAN,19.341803,-99.071997,10564,2111.0,42.87,99.59,99.77,50.0,0.8908,50.0,472,446.8,2.31,1.04,PLANTA_030,3517.42,371.6,0.7032058224701064,0.6745,0.6593439599771628,0.20288783995340967,0.2427,65,0.04260368439930309,0.2557314676517785,0.4193566693533685,0.7637460885113994,0.03645482773450317,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,1,1,1
13-004,013,XOCHIMILCO,BELEM (BARR),19.26001,-99.102243,1213,244.0,46.88,91.49,99.18,59.5,0.6507,38.0,63,519.37,32.53,0.68,PLANTA_044,15953.95,193.5,3.1895273921257523,0.7823,0.6256948217766837,0.0269347133236547,0.2416,66,0.022243694519451053,0.033667410023921485,0.6890505694258746,0.8533750558784088,0.02283472081749909,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,1,1,0,0
07-164,007,IZTAPALAPA,PROGRESISTA,19.35654,-99.067752,9544,1907.0,42.87,99.59,99.77,50.0,0.8908,50.0,241,252.51,2.1,0.89,PLANTA_030,3517.42,335.7,0.7032058224701064,0.661,0.5882418759005593,0.17911910610720153,0.2415,67,0.03845337715866874,0.22636373156751521,0.458933996258228,0.7637460885113994,0.032904554821403684,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,1,1,1
07-264,007,IZTAPALAPA,CONSEJO AGRARISTA MEXICANO I,19.323864,-99.058239,16036,3205.0,42.87,99.59,99.77,50.0,0.8908,50.0,634,395.36,1.13,2.88,PLANTA_030,3517.42,564.1,0.7032058224701064,0.6716,0.47309013585652276,0.30690042547536334,0.2379,68,0.06486072420937163,0.38675758915131375,0.18287194075484747,0.7637460885113994,0.05549180644680539,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,1,1,1
13-020,013,XOCHIMILCO,LA CONCEPCION TLACOAPA (BARR),19.269084,-99.104508,3141,633.0,46.88,91.49,99.18,59.5,0.6507,38.0,76,241.96,2.79,1.31,PLANTA_044,15953.95,501.1,3.1895273921257523,0.7641,0.4262038490526762,0.06932416392421915,0.2379,69,0.05813949808423587,0.08583928661979089,0.5239051780683247,0.8533750558784088,0.05960155110767056,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,1,0,0,0
07-290,007,IZTAPALAPA,SAN JUAN XALPA II,19.334174,-99.080641,16804,3358.0,42.87,99.59,99.77,15.8,0.8908,50.0,100,59.51,,2.28,PLANTA_030,3517.42,591.1,0.7032058224701064,0.5667,0.26535624645428363,0.26543466708154123,0.2376,70,0.06797345463984739,0.341925809371749,0.23083345119436727,0.7637460885113994,0.0581619281363231,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,0,1,1
13-038,013,XOCHIMILCO,SAN CRISTOBAL (BARR),19.259618,-99.098198,2418,487.0,46.88,91.49,99.18,100.0,0.6507,38.0,63,260.55,0.22,1.08,PLANTA_044,15953.95,385.8,3.1895273921257523,0.7936,0.46045402617774456,0.055417698861453674,0.2372,71,0.04466703710619325,0.06854175931188132,0.5726018960327304,0.8533750558784088,0.04581996615169926,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,1,1,0,0
07-297,007,IZTAPALAPA,SANTA MARIA AZTAHUACAN (EJ) I,19.359258,-99.032655,16753,3348.0,42.87,99.59,99.77,50.0,0.8908,50.0,1127,672.72,0.86,3.64,PLANTA_030,3517.42,589.3,0.7032058224701064,0.6843,0.5053898602126827,0.3274011117594413,0.2368,72,0.06777000820648296,0.4117198556260502,0.13992709405095557,0.7637460885113994,0.05798392002368858,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,1,1,1
13-074,013,XOCHIMILCO,XICALHUACAN,19.253552,-99.080815,5439,1095.0,46.88,91.49,99.18,71.4,0.6507,38.0,56,102.96,,2.93,PLANTA_044,15953.95,867.7,3.1895273921257523,0.7536,0.25213551169963033,0.1186619592887308,0.2362,73,0.10077153213804202,0.1469161809806753,0.34237131275926214,0.8533750558784088,0.10342053675258882,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,1,0,0,0
07-268,007,IZTAPALAPA,DESARROLLO URBANO QUETZALCOATL  I,19.33307,-99.040306,16096,3217.0,42.87,99.59,99.77,50.0,0.8908,50.0,766,475.89,1.16,3.17,PLANTA_030,3517.42,566.2,0.7032058224701064,0.676,0.482850267978803,0.31030806192513827,0.2353,74,0.06510485992940894,0.3907526430365654,0.1646381323095752,0.7637460885113994,0.05569948257821233,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,1,1,1
09-005,009,MILPA ALTA,SAN JERONIMO MIACATLAN (PBLO),19.188815,-99.004762,3778,898.0,53.44,89.37,98.28,77.8,0.5,30.0,37,97.94,6.7,10.99,PLANTA_033,22351.34,844.4,4.468497697639211,0.8461,0.15486699960202185,0.11034091858401057,0.2349,75,0.115858002104399,0.11447694773258156,0.2705671054885729,1.0,0.11584560735349922,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,1,0,0,0
11-041,011,TLAHUAC,SANTA CECILIA,19.279169,-99.006519,6122,1311.0,41.5,97.6,99.5,77.8,0.8101,46.0,328,535.77,3.35,0.94,PLANTA_033,6937.08,424.7,1.3868676118819157,0.7064,0.6617661896791699,0.13238859923453727,0.2348,76,0.05227828362438182,0.1550326136562457,0.49979203501657854,0.7331247206079571,0.04429319936547404,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,1,1,1,1
11-036,011,TLAHUAC,SAN MIGUEL ZAPOTITLA,19.310619,-99.036816,13549,2903.0,41.5,97.6,99.5,20.0,0.8101,46.0,294,216.99,2.54,3.98,PLANTA_033,6937.08,939.9,1.3868676118819157,0.6133,0.34023927543492216,0.2509501196943963,0.2343,77,0.11615544645595247,0.2983065739486349,0.1796890812719067,0.7331247206079571,0.09838150539318731,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,0,1,1
11-026,011,TLAHUAC,MIGUEL HIDALGO OTE,19.291581,-99.043739,13286,2846.0,41.5,97.6,99.5,20.0,0.8101,46.0,390,293.54,0.0,3.8,PLANTA_033,6937.08,921.7,1.3868676118819157,0.6205,0.3765210044435581,0.24927586767056512,0.2343,78,0.11386838723396785,0.29594665746803533,0.1873494397866846,0.7331247206079571,0.09647077719112136,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,0,1,1
13-012,013,XOCHIMILCO,EL ROSARIO (BARR),19.262627,-99.104512,625,126.0,46.88,91.49,99.18,59.5,0.6507,38.0,90,1440.0,41.77,0.66,PLANTA_044,15953.95,99.7,3.1895273921257523,0.8066,0.7901561288709656,0.013986074974199455,0.2342,79,0.011354993181033037,0.017675283212124797,0.6963461489637582,0.8533750558784088,0.011622989084020272,ambas,Intervención dual: red + planta (proyecto integral),1,1,1,1,0,0
13-026,013,XOCHIMILCO,LOS CERRILLOS II,19.243862,-99.017409,6395,1288.0,46.88,91.49,99.18,77.8,0.6507,38.0,122,190.77,0.25,4.97,PLANTA_033,15953.95,1020.3,3.1895273921257523,0.7728,0.27089379836146765,0.14363998430164104,0.2341,80,0.11858101822545454,0.17723277759674982,0.25391874261611574,0.8533750558784088,0.1216605182294424,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,1,0,0,0
13-027,013,XOCHIMILCO,LOS CERRILLOS III,19.249489,-99.022836,6183,1245.0,46.88,91.49,99.18,77.8,0.6507,38.0,138,223.19,3.27,4.52,PLANTA_033,15953.95,986.4,3.1895273921257523,0.7765,0.2911812685014147,0.13955000912862445,0.2338,81,0.11461310163603101,0.17216495072940408,0.2678101508906748,0.8533750558784088,0.1176085171018845,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,1,0,0,0
02-017,002,AZCAPOTZALCO,DEL MAESTRO,19.482761,-99.182304,654,106.0,24.59,99.57,99.69,0.0,0.7316,42.0,60,917.43,12.3,0.08,PLANTA_000,2942.51,19.2,0.5882689975126411,0.3125,0.6114413447660985,0.0038220903767366547,0.2321,82,0.0014568716023884007,0.006898333561084405,0.9705917048433885,0.3551631649530622,0.0018502330724194437,fugas,Reemplazo de red secundaria (cuadrillas + tubería),1,1,0,1,1,0
13-013,013,XOCHIMILCO,GUADALUPE,19.213722,-99.118087,6358,1280.0,46.88,91.49,99.18,59.5,0.6507,38.0,57,89.65,11.2,5.01,PLANTA_044,15953.95,1014.4,3.1895273921257523,0.7406,0.20722739431035248,0.13619546725060047,0.2314,83,0.11784280118556179,0.168844150991511,0.252784624314388,0.8533750558784088,0.12095530269396773,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,1,0,0,0
13-047,013,XOCHIMILCO,SAN JUAN (BARR),19.266467,-99.1068,1692,341.0,46.88,91.49,99.18,59.5,0.6507,38.0,62,366.43,0.93,0.97,PLANTA_044,15953.95,269.9,3.1895273921257523,0.774,0.521901655796178,0.03751581935514375,0.2311,84,0.031194576128150617,0.04663491535814304,0.5999111788284829,0.8533750558784088,0.03196666436161189,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,1,1,0,0
13-072,013,XOCHIMILCO,TLAXOPAN,19.233239,-99.139404,5862,1180.0,46.88,91.49,99.18,59.5,0.6507,38.0,316,539.07,0.0,4.26,PLANTA_044,15953.95,935.2,3.1895273921257523,0.7832,0.3760055550766104,0.13347841164170365,0.231,85,0.10861508818690245,0.1646154736906382,0.27691967515082283,0.8533750558784088,0.11148868059064661,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,1,0,0,0
07-269,007,IZTAPALAPA,DESARROLLO URBANO QUETZALCOATL  II,19.328559,-99.043237,16586,3315.0,42.87,99.59,99.77,50.0,0.8908,50.0,87,52.45,,3.25,PLANTA_030,3517.42,583.4,0.7032058224701064,0.6239,0.22617397208161172,0.2922525212334361,0.2305,86,0.06709863497638034,0.37159355991492166,0.16004602347272934,0.7637460885113994,0.05740044898783101,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,0,1,1
04-046,004,CUAJIMALPA DE MORELOS,SAN MATEO TLALTENANGO (PBLO),19.336903,-99.287757,23623,4916.0,31.77,99.34,99.52,100.0,0.8306,47.0,280,118.53,5.49,19.56,PLANTA_000,4236.05,1000.7,0.8468748526760619,0.5842,0.20131330307549294,0.40256684461228265,0.23,87,0.12010807995209148,0.4957235697565867,0.010989172697529916,0.5156459544032187,0.10314600400013738,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,0,1,1
17-081,017,VENUSTIANO CARRANZA,MOCTEZUMA 2A SECCION III,19.432762,-99.102651,12198,2147.0,29.9,99.6,99.59,0.0,0.7336,42.0,33,27.05,,0.61,PLANTA_037,3553.95,433.5,0.7105078100882739,0.2797,0.14582972645975828,0.07140708761418968,0.2299,88,0.04378993890652752,0.12221459264920784,0.65915555816285,0.4738489047831918,0.04803937136682033,otra,Auditoría técnica para identificar causa secundaria,1,1,0,0,1,1
05-170,005,GUSTAVO A. MADERO,SANTA ISABEL TOLA (PBLO),19.497918,-99.114232,14490,2622.0,33.69,99.63,99.76,0.0,0.8242,46.0,915,631.47,3.72,0.85,PLANTA_005,3051.02,442.1,0.6099621935398889,0.3855,0.5876238731870034,0.13144907768946607,0.2297,89,0.0459238808892707,0.20038080257214996,0.5157397948010798,0.558560572194904,0.045625727192118604,otra,Auditoría técnica para identificar causa secundaria,1,1,0,1,1,1
11-027,011,TLAHUAC,OJO DE AGUA,19.289538,-99.012803,3128,670.0,41.5,97.6,99.5,77.8,0.8101,46.0,263,840.79,2.52,0.57,PLANTA_033,6937.08,217.0,1.3868676118819157,0.7171,0.8321279348620858,0.06844422202795386,0.2296,90,0.026558898338554706,0.08019646859188084,0.6233718419579825,0.7331247206079571,0.022487801147391653,ambas,Intervención dual: red + planta (proyecto integral),1,1,1,1,1,0
07-279,007,IZTAPALAPA,LEYES DE REFORMA 3A SECCION I,19.380515,-99.068619,16825,3363.0,42.87,99.59,99.77,15.8,0.8908,50.0,726,431.5,0.56,3.54,PLANTA_030,3517.42,591.8,0.7032058224701064,0.6136,0.45669012926907576,0.2909717983805517,0.2277,91,0.0680751778565296,0.37072401917066716,0.14475627342758152,0.7637460885113994,0.05823115351345874,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,0,1,1
11-056,011,TLAHUAC,LA CONCHITA I,19.286487,-99.038391,11454,2454.0,41.5,97.6,99.5,20.0,0.8101,46.0,1353,1181.25,2.81,3.22,PLANTA_033,6937.08,794.6,1.3868676118819157,0.6536,0.5519280546027098,0.22779417771059846,0.2264,92,0.09813983960207355,0.26870754061603125,0.21647816481839147,0.7331247206079571,0.08312717529647391,ambas,Intervención dual: red + planta (proyecto integral),1,1,0,1,1,1
17-076,017,VENUSTIANO CARRANZA,JARDIN BALBUENA I,19.421584,-99.105354,11775,2072.0,29.9,99.6,99.59,0.0,0.7336,42.0,3001,2548.62,0.7,0.8,PLANTA_037,3553.95,418.5,0.7105078100882739,0.3872,0.5779372836008961,0.10436277968292446,0.2262,93,0.04224824403104596,0.16347078366972181,0.5924591585614433,0.4738489047831918,0.04636693781831675,fugas,Reemplazo de red secundaria (cuadrillas + tubería),1,1,0,1,1,1
16-088,016,MIGUEL HIDALGO,ANAHUAC I,19.447195,-99.175648,18835,2840.0,14.29,98.4,98.39,0.0,0.3551,23.0,709,376.43,0.59,4.0,PLANTA_000,8873.16,1671.3,1.7739300667909348,0.2274,0.0508442241910173,0.07086428985930415,0.2261,94,0.145441798549029,0.15354049419326807,0.48745164496162446,0.12494412159141709,0.268530933305955,otra,Auditoría técnica para identificar causa secundaria,1,1,0,0,0,1
13-029,013,XOCHIMILCO,NATIVITAS (U HAB),19.247085,-99.106366,2198,443.0,46.88,91.49,99.18,59.5,0.6507,38.0,5,22.75,,1.22,PLANTA_044,15953.95,350.7,3.1895273921257523,0.7087,0.1599660916019668,0.0444250779527027,0.226,95,0.040606843386783144,0.05555541094409142,0.5417587338907626,0.8533750558784088,0.04162453135590921,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,1,0,0,0
07-171,007,IZTAPALAPA,RENOVACION,19.367389,-99.049439,14346,2867.0,42.87,99.59,99.77,50.0,0.8908,50.0,281,195.87,0.19,2.66,PLANTA_030,3517.42,504.6,0.7032058224701064,0.6549,0.3955315430360708,0.2668347249360956,0.2257,96,0.05798423476165392,0.3373370615095579,0.19863197077905395,0.7637460885113994,0.049607649390275614,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,0,1,1
12-117,012,TLALPAN,PEDREGAL DE SN NICOLAS 1A SECC,19.293372,-99.235713,12130,2238.0,38.69,95.66,99.47,100.0,0.686,39.0,935,770.82,,13.94,PLANTA_044,9300.26,1128.1,1.859316331252085,0.7146,0.25858565136107264,0.22942442385441356,0.2254,97,0.12007698701959262,0.31119563675158496,0.1276691867618285,0.670317389360751,0.13053228870051467,ambas,Intervención dual: red + planta (proyecto integral),1,1,1,0,0,1
13-040,013,XOCHIMILCO,SAN ESTEBAN (BARR),19.26261,-99.096527,2359,475.0,46.88,91.49,99.18,100.0,0.6507,38.0,41,173.8,0.18,1.35,PLANTA_044,15953.95,376.4,3.1895273921257523,0.784,0.38116504100823,0.05331461712408556,0.2248,98,0.04355971154635412,0.06604413876169553,0.5164092170421662,0.8533750558784088,0.044696402417214176,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,1,0,0,0
07-263,007,IZTAPALAPA,CHINAMPAC DE JUAREZ II,19.373783,-99.046624,16846,3367.0,42.87,99.59,99.77,50.0,0.8908,50.0,11,6.53,,3.41,PLANTA_030,3517.42,592.5,0.7032058224701064,0.5772,0.06122629982364817,0.27178287067526424,0.2236,99,0.06815655642987538,0.34914104097992,0.15136162716903445,0.7637460885113994,0.05830037889059439,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,0,1,1
06-036,006,IZTACALCO,TLACOTAL RAMOS MILLAN,19.395507,-99.106678,7909,1355.0,25.72,99.69,99.72,15.8,0.8157,46.0,53,67.01,,0.34,PLANTA_006,2735.5,216.4,0.5468834955876182,0.4124,0.3437540951791626,0.07355240221789634,0.223,100,0.02109048850417305,0.11681770479210019,0.7307907795248934,0.38042020563254364,0.02232811245446897,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),1,1,0,0,1,1
07-076,007,IZTAPALAPA,FRANCISCO VILLA,19.337166,-99.059246,10250,2049.0,42.87,99.59,99.77,50.0,0.8908,50.0,299,291.71,0.27,1.45,PLANTA_030,3517.42,360.5,0.7032058224701064,0.6644,0.5339914996529335,0.1936148825809712,0.2227,101,0.04134231651244363,0.2443947997282864,0.33590504862255055,0.7637460885113994,0.035357111039923665,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,1,0,1,1,1
13-039,013,XOCHIMILCO,SAN DIEGO (BARR),19.263886,-99.099998,1521,306.0,46.88,91.49,99.18,100.0,0.6507,38.0,48,315.58,0.0,1.1,PLANTA_044,15953.95,242.7,3.1895273921257523,0.7982,0.4837977479506153,0.034740302214174616,0.2224,102,0.027964876578619846,0.043199745129724784,0.5679439490970046,0.8533750558784088,0.02871550121501676,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,1,1,1,0,0
07-289,007,IZTAPALAPA,SAN JUAN XALPA I,19.33742,-99.083457,13174,2633.0,42.87,99.59,99.77,15.8,0.8908,50.0,1424,1080.92,1.3,2.27,PLANTA_030,3517.42,463.4,0.7032058224701064,0.6354,0.6430175636785657,0.23682344952749182,0.221,103,0.05322358822092628,0.30050539166027246,0.23178192550886945,0.7637460885113994,0.045533241478863395,ambas,Intervención dual: red + planta (proyecto integral),0,1,0,1,1,1
13-049,013,XOCHIMILCO,SAN LORENZO (BARR),19.2719,-99.077527,4946,996.0,46.88,91.49,99.18,100.0,0.6507,38.0,6,12.13,,3.59,PLANTA_044,15953.95,789.1,3.1895273921257523,0.7223,0.07803942964807399,0.10292000976914564,0.2198,104,0.09163609626936926,0.12799280655598647,0.3051504984487378,0.8533750558784088,0.09402563148338376,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,1,1,0,0,0
07-125,007,IZTAPALAPA,LOMAS DE ZARAGOZA,19.35355,-98.997428,17722,3542.0,42.87,99.59,99.77,50.0,0.8908,50.0,243,137.12,0.02,7.16,PLANTA_030,3517.42,623.4,0.7032058224701064,0.6465,0.27361915099880624,0.3250684007911794,0.2196,105,0.07171686901375288,0.4114751981959238,0.045350930102446604,0.7637460885113994,0.06135618482415355,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,1,0,0,1,1
13-059,013,XOCHIMILCO,SANTA CRUCITA (BARR),19.262581,-99.102216,382,77.0,46.88,91.49,99.18,59.5,0.6507,38.0,52,1361.26,7.54,0.83,PLANTA_044,15953.95,60.9,3.1895273921257523,0.8052,0.7379423975485562,0.008211449291728954,0.219,106,0.006833413811689962,0.010609106075557768,0.639416708635354,0.8533750558784088,0.0069853004778477985,ambas,Intervención dual: red + planta (proyecto integral),0,1,1,1,0,0
07-118,007,IZTAPALAPA,LAS PEÑAS I,19.335649,-99.050985,11943,2387.0,42.87,99.59,99.77,50.0,0.8908,50.0,447,374.28,0.2,2.11,PLANTA_030,3517.42,420.1,0.7032058224701064,0.6703,0.5110777125854594,0.2279057338144217,0.2188,107,0.048218805960161336,0.2873693164974142,0.24778704834651472,0.7637460885113994,0.041251157436044246,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,1,0,1,1,1
07-021,007,IZTAPALAPA,CAMPESTRE POTRERO,19.330037,-98.978283,16423,3282.0,42.87,99.59,99.77,77.8,0.8908,50.0,216,131.52,0.43,5.64,PLANTA_033,3517.42,577.7,0.7032058224701064,0.6691,0.28398100412629285,0.3129820380935982,0.2187,108,0.06642726174627772,0.3946259919934976,0.07388952064769767,0.7637460885113994,0.05683675663115505,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,1,0,0,1,1
07-051,007,IZTAPALAPA,EL MANTO,19.349481,-99.082485,11919,2382.0,42.87,99.59,99.77,15.8,0.8908,50.0,254,213.11,3.46,1.78,PLANTA_030,3517.42,419.2,0.7032058224701064,0.5968,0.45772996583781417,0.1995439042112589,0.2185,109,0.04811708274347912,0.25529432077799347,0.28661602328829316,0.7637460885113994,0.041162153379726986,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,1,0,0,1,1
11-058,011,TLAHUAC,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE II,19.303319,-99.04405,12064,2584.0,41.5,97.6,99.5,20.0,0.8101,46.0,200,165.78,0.27,4.19,PLANTA_033,6937.08,836.9,1.3868676118819157,0.6069,0.30819881204775407,0.22067306793821034,0.2182,110,0.1033559395820385,0.2627863195535163,0.17142356919430432,0.7331247206079571,0.08756804359028655,planta,Upgrade tecnológico planta (ósmosis o intercambio iónico),0,1,0,0,1,1
