id_colonia,nom_alcaldia,nom_colonia,n_fugas_predicho,riesgo_nivel,IVH
05-217,GUSTAVO A. MADERO,CASAS ALEMAN (AMPL) I,23.4,Moderado,0.3637
12-127,TLALPAN,POPULAR STA TERESA,23.3,Moderado,0.7078
03-133,COYOACAN,PASEOS DE TAXQUEÑA I,23.3,Moderado,0.4858
05-189,GUSTAVO A. MADERO,TRES ESTRELLAS,23.2,Moderado,0.4159
07-097,IZTAPALAPA,JACARANDAS,23.2,Moderado,0.6679
13-067,XOCHIMILCO,SANTIAGO TULYEHUALCO (PBLO),23.1,Moderado,0.7958
05-049,GUSTAVO A. MADERO,EL CARMEN,23.1,Moderado,0.3668
08-042,LA MAGDALENA CONTRERAS,SAN BERNABE OCOTEPEC (PBLO),22.9,Moderado,0.712
11-001,TLAHUAC,AGRICOLA METROPOLITANA,22.8,Moderado,0.6298
06-007,IZTACALCO,CUCHILLA RAMOS MILLAN,22.8,Moderado,0.4614
07-196,IZTAPALAPA,SAN MIGUEL (BARR),22.8,Moderado,0.6008
12-205,TLALPAN,2 DE OCTUBRE,22.6,Moderado,0.7095
05-005,GUSTAVO A. MADERO,ARAGON INGUARAN,22.6,Moderado,0.3899
02-015,AZCAPOTZALCO,DEL GAS,22.5,Moderado,0.2936
12-115,TLALPAN,PARRES EL GUARDA (PBLO),22.5,Moderado,0.7173
10-204,ALVARO OBREGON,SANTA ROSA XOCHIAC (PBLO),22.5,Moderado,0.6365
07-275,IZTAPALAPA,JOSE LOPEZ PORTILLO I,22.4,Moderado,0.6894
16-059,MIGUEL HIDALGO,PALMITAS (POLANCO),22.4,Moderado,0.2293
07-301,IZTAPALAPA,TEPALCATES I,22.3,Moderado,0.6087
17-072,VENUSTIANO CARRANZA,CENTRO I,22.3,Moderado,0.3343
14-014,BENITO JUAREZ,EXTREMADURA INSURGENTES,22.3,Moderado,0.1707
02-069,AZCAPOTZALCO,SAN  MIGUEL AMANTLA (PBLO),22.3,Moderado,0.3105
10-238,ALVARO OBREGON,VILLA VERDUN,22.2,Moderado,0.6979
05-078,GUSTAVO A. MADERO,HEROES DE CHAPULTEPEC,22.2,Moderado,0.3944
06-030,IZTACALCO,SAN MIGUEL (BARR),22.1,Moderado,0.4625
12-007,TLALPAN,ARBOLEDAS DEL SUR,22.1,Moderado,0.6619
10-047,ALVARO OBREGON,CORPUS CHRISTY,22.0,Moderado,0.6755
10-133,ALVARO OBREGON,LOMAS DE LAS AGUILAS,21.9,Moderado,0.6884
03-023,COYOACAN,COPILCO EL BAJO,21.8,Moderado,0.5916
05-020,GUSTAVO A. MADERO,CASTILLO CHICO,21.7,Moderado,0.3744
16-039,MIGUEL HIDALGO,LOMAS ALTAS,21.7,Moderado,0.2661
03-078,COYOACAN,PUEBLO DE LOS REYES HUEYTLILAC,21.6,Moderado,0.5446
03-035,COYOACAN,CUADRANTE DE SAN FRANCISCO,21.6,Moderado,0.5645
05-206,GUSTAVO A. MADERO,15 DE AGOSTO,21.5,Moderado,0.3792
06-035,IZTACALCO,SANTIAGO SUR (BARR),21.3,Moderado,0.4621
10-157,ALVARO OBREGON,MOLINO DE ROSAS,21.3,Moderado,0.4371
07-071,IZTAPALAPA,ESCUADRON 201,21.3,Moderado,0.6012
12-032,TLALPAN,CULTURA MAYA,21.3,Moderado,0.7164
02-008,AZCAPOTZALCO,CLAVERIA,21.2,Moderado,0.3042
03-009,COYOACAN,SANTA URSULA - BOSQUES DE TETLAMEYA,21.2,Moderado,0.5723
07-178,IZTAPALAPA,SAN ANTONIO CULHUACAN (BARR),21.1,Moderado,0.6052
02-113,AZCAPOTZALCO,PRO HOGAR I,21.0,Moderado,0.3193
10-172,ALVARO OBREGON,PILOTO (ADOLFO LOPEZ MATEOS) (AMPL),21.0,Moderado,0.6635
05-037,GUSTAVO A. MADERO,DEFENSORES DE LA REPUBLICA,20.9,Moderado,0.3843
03-038,COYOACAN,DEL NIÑO JESUS (BARR),20.9,Moderado,0.564
13-048,XOCHIMILCO,SAN JUAN TEPEPAN,20.8,Moderado,0.7992
05-212,GUSTAVO A. MADERO,7 DE NOVIEMBRE,20.8,Moderado,0.3955
17-021,VENUSTIANO CARRANZA,EL ARENAL 4A SECCION,20.7,Moderado,0.5033
05-036,GUSTAVO A. MADERO,CUCHILLA LA JOYA,20.7,Moderado,0.4032
03-062,COYOACAN,JARDINES DEL PEDREGAL,20.7,Moderado,0.6272
07-062,IZTAPALAPA,EL SIFON,20.6,Moderado,0.6131
05-006,GUSTAVO A. MADERO,ARAGON LA VILLA (ARAGON),20.6,Moderado,0.3764
16-018,MIGUEL HIDALGO,BOSQUES DE CHAPULTEPEC (POLANCO),20.6,Moderado,0.2336
05-199,GUSTAVO A. MADERO,VILLA GUSTAVO A MADERO,20.4,Moderado,0.3833
12-020,TLALPAN,CHIMALCOYOC,20.4,Moderado,0.6876
07-054,IZTAPALAPA,EL MOLINO,20.3,Moderado,0.4564
10-026,ALVARO OBREGON,BARRIO NORTE,20.3,Moderado,0.3997
02-080,AZCAPOTZALCO,SAN MARCOS (BARR),20.3,Moderado,0.2913
05-137,GUSTAVO A. MADERO,PLANETARIO LINDAVISTA,20.2,Moderado,0.4157
14-036,BENITO JUAREZ,PIEDAD NARVARTE,20.2,Moderado,0.1569
05-172,GUSTAVO A. MADERO,SANTIAGO ATEPETLAC,20.1,Moderado,0.402
16-073,MIGUEL HIDALGO,SAN JOAQUIN,20.0,Bajo,0.2239
12-217,TLALPAN,NARCISO MENDOZA VILLA COAPA SUPERMANZANA 8 (U HAB),20.0,Bajo,0.7221
05-109,GUSTAVO A. MADERO,LA PRADERA I (U HAB),20.0,Bajo,0.3821
02-099,AZCAPOTZALCO,SANTO TOMAS,19.9,Bajo,0.3024
03-094,COYOACAN,PRADO CHURUBUSCO,19.8,Bajo,0.5019
08-010,LA MAGDALENA CONTRERAS,EL ROSAL,19.7,Bajo,0.7197
09-008,MILPA ALTA,SAN PABLO OZTOTEPEC (PBLO),19.6,Bajo,0.8337
07-287,IZTAPALAPA,REFORMA POLITICA I,19.5,Bajo,0.6791
03-010,COYOACAN,CAFETALES I (RDCIAL),19.5,Bajo,0.6112
04-058,CUAJIMALPA DE MORELOS,SAN JOSE DE LOS CEDROS I,19.5,Bajo,0.6003
10-250,ALVARO OBREGON,LOMAS DE PLATEROS (U HAB) I,19.5,Bajo,0.6695
15-018,CUAUHTEMOC,MAZA,19.5,Bajo,0.2945
10-124,ALVARO OBREGON,LOMAS DE BECERRA,19.4,Bajo,0.4238
05-054,GUSTAVO A. MADERO,ESTANZUELA,19.4,Bajo,0.381
02-096,AZCAPOTZALCO,SANTA MARIA MALINALCO (PBLO),19.4,Bajo,0.2917
16-090,MIGUEL HIDALGO,ESCANDON I,19.3,Bajo,0.2529
07-088,IZTAPALAPA,GUADALUPE DEL MORAL,19.3,Bajo,0.6047
05-205,GUSTAVO A. MADERO,ZONA ESCOLAR ORIENTE,19.2,Bajo,0.4129
12-018,TLALPAN,CANTERA PUENTE DE PIEDRA,19.2,Bajo,0.6907
07-283,IZTAPALAPA,LOMAS DE SAN LORENZO I,19.2,Bajo,0.6655
07-162,IZTAPALAPA,PRESIDENTES DE MEXICO,19.2,Bajo,0.6629
05-068,GUSTAVO A. MADERO,GERTRUDIS SANCHEZ 3A SECCION,19.0,Bajo,0.3553
10-100,ALVARO OBREGON,LA CONCHITA,19.0,Bajo,0.4201
07-042,IZTAPALAPA,EJERCITO DE AGUA PRIETA,19.0,Bajo,0.6499
12-055,TLALPAN,HEROES DE 1910,18.9,Bajo,0.7326
04-036,CUAJIMALPA DE MORELOS,NAVIDAD (GRANJAS DE NAVIDAD),18.9,Bajo,0.6039
12-191,TLALPAN,VILLA COAPA (RDCIAL),18.8,Bajo,0.6931
07-151,IZTAPALAPA,PALMITAS,18.8,Bajo,0.6599
07-095,IZTAPALAPA,INSURGENTES,18.8,Bajo,0.6595
16-021,MIGUEL HIDALGO,CHAPULTEPEC MORALES (POLANCO),18.8,Bajo,0.2333
02-074,AZCAPOTZALCO,SAN ANTONIO (FRACC),18.8,Bajo,0.3231
12-199,TLALPAN,VIVEROS DE COACTETLAN,18.7,Bajo,0.6956
02-085,AZCAPOTZALCO,SAN PEDRO XALPA (PBLO),18.7,Bajo,0.319
11-043,TLAHUAC,SELENE (AMPL),18.7,Bajo,0.7282
02-040,AZCAPOTZALCO,LA PRECIOSA,18.6,Bajo,0.3212
03-024,COYOACAN,COPILCO UNIVERSIDAD I,18.6,Bajo,0.6057
10-132,ALVARO OBREGON,LOMAS DE LA ERA,18.6,Bajo,0.6649
13-052,XOCHIMILCO,SAN LUCAS XOCHIMANCA (PBLO),18.6,Bajo,0.7765
03-028,COYOACAN,CTM IX A CULHUACAN (U HAB),18.6,Bajo,0.5887
05-192,GUSTAVO A. MADERO,VALLE DE MADERO,18.6,Bajo,0.3828
10-084,ALVARO OBREGON,GUADALUPE INN,18.6,Bajo,0.6986
07-145,IZTAPALAPA,MODELO (U),18.5,Bajo,0.6353
13-081,XOCHIMILCO,LA NORIA,18.5,Bajo,0.8148
07-198,IZTAPALAPA,SAN NICOLAS TOLENTINO I,18.5,Bajo,0.6642
10-210,ALVARO OBREGON,TEPEACA,18.5,Bajo,0.6795
04-045,CUAJIMALPA DE MORELOS,SAN LORENZO ACOPILCO (PBLO),18.4,Bajo,0.6042
07-009,IZTAPALAPA,APATLACO,18.4,Bajo,0.612
10-219,ALVARO OBREGON,TLACOYAQUE,18.4,Bajo,0.6883
05-154,GUSTAVO A. MADERO,SAN JOSE TICOMAN,18.3,Bajo,0.4008
12-109,TLALPAN,NUEVA ORIENTAL COAPA-EX HACIENDA COAPA,18.3,Bajo,0.6688
05-115,GUSTAVO A. MADERO,LOMAS DE CUAUTEPEC,18.2,Bajo,0.375
13-014,XOCHIMILCO,HUICHAPAN,18.2,Bajo,0.8039
07-066,IZTAPALAPA,EL VERGEL,18.1,Bajo,0.6835
07-106,IZTAPALAPA,LA ERA,18.1,Bajo,0.6659
07-053,IZTAPALAPA,EL MIRADOR,18.0,Bajo,0.6006
05-003,GUSTAVO A. MADERO,AHUEHUETES,18.0,Bajo,0.3751
16-027,MIGUEL HIDALGO,TORRES TOREO,17.9,Bajo,0.1994
17-002,VENUSTIANO CARRANZA,ADOLFO LOPEZ MATEOS,17.9,Bajo,0.4731
12-194,TLALPAN,VILLA LAZARO CARDENAS,17.8,Bajo,0.6789
05-039,GUSTAVO A. MADERO,DEL OBRERO,17.7,Bajo,0.365
17-046,VENUSTIANO CARRANZA,PENITENCIARIA (AMPL),17.6,Bajo,0.3232
13-053,XOCHIMILCO,SAN LUIS TLAXIALTEMALCO (PBLO),17.6,Bajo,0.6999
15-031,CUAUHTEMOC,TABACALERA,17.6,Bajo,0.2868
17-036,VENUSTIANO CARRANZA,MAGDALENA  MIXHUCA,17.5,Bajo,0.351
17-039,VENUSTIANO CARRANZA,MICHOACANA,17.5,Bajo,0.3762
05-021,GUSTAVO A. MADERO,CASTILLO GRANDE,17.5,Bajo,0.3769
11-058,TLAHUAC,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE II,17.5,Bajo,0.6069
08-043,LA MAGDALENA CONTRERAS,SAN FRANCISCO,17.5,Bajo,0.7266
06-039,IZTACALCO,ZAPOTLA (BARR),17.4,Bajo,0.456
07-240,IZTAPALAPA,VALLE DEL SUR,17.4,Bajo,0.6018
12-099,TLALPAN,MIRADOR DEL VALLE,17.3,Bajo,0.7187
10-239,ALVARO OBREGON,ZENON DELGADO,17.3,Bajo,0.434
07-114,IZTAPALAPA,LA POLVORILLA,17.3,Bajo,0.6712
03-034,COYOACAN,CTM X CULHUACAN (U HAB),17.3,Bajo,0.5757
10-135,ALVARO OBREGON,LOMAS DE LOS CEDROS,17.2,Bajo,0.6628
05-122,GUSTAVO A. MADERO,MALVINAS MEXICANAS,17.2,Bajo,0.3948
16-092,MIGUEL HIDALGO,POPOTLA I,17.2,Bajo,0.2491
16-080,MIGUEL HIDALGO,TLAXPANA,17.1,Bajo,0.2184
02-082,AZCAPOTZALCO,SAN MATEO,17.1,Bajo,0.2997
10-189,ALVARO OBREGON,REAL DEL MONTE,17.1,Bajo,0.4397
03-016,COYOACAN,CANTIL DEL PEDREGAL,17.0,Bajo,0.5874
07-139,IZTAPALAPA,MIGUEL DE LA MADRID HURTADO,17.0,Bajo,0.6474
10-106,ALVARO OBREGON,LA MEXICANA,17.0,Bajo,0.4228
02-006,AZCAPOTZALCO,ARENAL,17.0,Bajo,0.2971
05-066,GUSTAVO A. MADERO,GERTRUDIS SANCHEZ 1A SECCION,17.0,Bajo,0.3824
15-022,CUAUHTEMOC,PAULINO NAVARRO,17.0,Bajo,0.2774
16-057,MIGUEL HIDALGO,NUEVA ARGENTINA (ARGENTINA PONIENTE),16.9,Bajo,0.2206
03-105,COYOACAN,SAN PABLO TEPETLAPA (PBLO),16.9,Bajo,0.5545
07-273,IZTAPALAPA,ERMITA ZARAGOZA (U HAB) I,16.8,Bajo,0.6715
17-007,VENUSTIANO CARRANZA,AVIACION CIVIL,16.8,Bajo,0.4813
03-025,COYOACAN,COUNTRY CLUB,16.8,Bajo,0.5098
06-019,IZTACALCO,MILITAR MARTE,16.8,Bajo,0.4838
17-070,VENUSTIANO CARRANZA,7 DE JULIO,16.7,Bajo,0.3761
10-134,ALVARO OBREGON,LOMAS DE LOS ANGELES TETELPAN,16.7,Bajo,0.677
10-139,ALVARO OBREGON,LOMAS DE SAN ANGEL INN,16.7,Bajo,0.7116
10-228,ALVARO OBREGON,TORRES DE POTRERO,16.7,Bajo,0.6521
07-107,IZTAPALAPA,LA ESPERANZA,16.7,Bajo,0.686
13-011,XOCHIMILCO,EL CARMEN,16.6,Bajo,0.7807
11-033,TLAHUAC,SAN JOSE,16.6,Bajo,0.6973
07-086,IZTAPALAPA,GRANJAS SAN ANTONIO,16.6,Bajo,0.6354
12-030,TLALPAN,CUCHILLA DE PADIERNA,16.6,Bajo,0.7086
17-003,VENUSTIANO CARRANZA,AERONAUTICA MILITAR,16.6,Bajo,0.3735
08-033,LA MAGDALENA CONTRERAS,LOS PADRES,16.6,Bajo,0.7206
03-156,COYOACAN,CTM IX CULHUACAN ZONA 32-33 (U HAB),16.5,Bajo,0.5738
09-004,MILPA ALTA,SAN FRANCISCO TECOXPA (PBLO),16.5,Bajo,0.8639
12-089,TLALPAN,LOS VOLCANES,16.5,Bajo,0.6829
14-034,BENITO JUAREZ,OCHO DE AGOSTO,16.5,Bajo,0.1728
05-067,GUSTAVO A. MADERO,GERTRUDIS SANCHEZ 2A SECCION,16.5,Bajo,0.3595
08-032,LA MAGDALENA CONTRERAS,LOMAS QUEBRADAS,16.5,Bajo,0.7255
12-067,TLALPAN,JARDINES EN LA MONTAÑA,16.5,Bajo,0.7048
03-122,COYOACAN,VILLA QUIETUD (FRACC),16.4,Bajo,0.5829
07-023,IZTAPALAPA,CARLOS HANK GONZALEZ,16.3,Bajo,0.6531
05-179,GUSTAVO A. MADERO,TABLAS DE SAN AGUSTIN,16.3,Bajo,0.374
12-151,TLALPAN,SN JUAN TEPEXIMILPA,16.3,Bajo,0.7336
02-061,AZCAPOTZALCO,PORVENIR,16.3,Bajo,0.2934
14-018,BENITO JUAREZ,INSURGENTES SAN BORJA,16.3,Bajo,0.1939
05-219,GUSTAVO A. MADERO,CHALMA DE GUADALUPE I,16.2,Bajo,0.378
10-149,ALVARO OBREGON,MARIA G DE GARCIA RUIZ,16.2,Bajo,0.4387
17-005,VENUSTIANO CARRANZA,AQUILES SERDAN,16.2,Bajo,0.3362
16-024,MIGUEL HIDALGO,DANIEL GARZA,16.1,Bajo,0.2382
11-012,TLAHUAC,JAIME TORRES BODET,16.1,Bajo,0.6979
17-045,VENUSTIANO CARRANZA,NICOLAS BRAVO,16.0,Bajo,0.3401
07-180,IZTAPALAPA,SAN IGNACIO (BARR),16.0,Bajo,0.5899
12-175,TLALPAN,TLALCOLIGIA,16.0,Bajo,0.6889
17-027,VENUSTIANO CARRANZA,FELIPE ANGELES,16.0,Bajo,0.3744
10-108,ALVARO OBREGON,LA OTRA BANDA,15.9,Bajo,0.6982
16-035,MIGUEL HIDALGO,IRRIGACION,15.9,Bajo,0.245
03-084,COYOACAN,BARRIO OXTOPULCO UNIVERSIDAD,15.8,Bajo,0.5662
12-181,TLALPAN,TORRES DE PADIERNA,15.8,Bajo,0.7267
02-026,AZCAPOTZALCO,EUZKADI,15.8,Bajo,0.3109
12-008,TLALPAN,ARENAL GUADALUPE TLALPAN,15.8,Bajo,0.7222
11-040,TLAHUAC,SANTA CATARINA YECAHUIZOTL (PBLO),15.8,Bajo,0.698
06-004,IZTACALCO,CARLOS ZAPATA VELA,15.7,Bajo,0.4502
03-017,COYOACAN,CARMEN SERDAN,15.7,Bajo,0.5597
07-254,IZTAPALAPA,1A AMPLIACION SANTIAGO ACAHUALTEPEC,15.7,Bajo,0.6674
10-081,ALVARO OBREGON,GOLONDRINAS 2DA SECCION,15.6,Bajo,0.417
05-023,GUSTAVO A. MADERO,CERRO PRIETO,15.6,Bajo,0.373
17-060,VENUSTIANO CARRANZA,VALENTIN GOMEZ FARIAS,15.5,Bajo,0.5042
07-037,IZTAPALAPA,CULHUACAN (PBLO),15.5,Bajo,0.6242
10-002,ALVARO OBREGON,ACUEDUCTO,15.5,Bajo,0.4312
10-097,ALVARO OBREGON,LA CASCADA,15.5,Bajo,0.4294
03-041,COYOACAN,EL CARACOL,15.5,Bajo,0.5658
16-070,MIGUEL HIDALGO,REFORMA SOCIAL,15.5,Bajo,0.2266
11-015,TLAHUAC,LA ESTACION,15.5,Bajo,0.63
07-030,IZTAPALAPA,CITLALLI,15.4,Bajo,0.6506
11-014,TLAHUAC,LA DRAGA,15.4,Bajo,0.6273
11-019,TLAHUAC,LA NOPALERA,15.4,Bajo,0.4666
03-100,COYOACAN,SAN DIEGO CHURUBUSCO,15.4,Bajo,0.523
08-041,LA MAGDALENA CONTRERAS,SAN BARTOLO AMEYALCO,15.3,Bajo,0.6989
10-088,ALVARO OBREGON,JALALPA,15.3,Bajo,0.4291
07-175,IZTAPALAPA,SAN ANDRES TETEPILCO (PBLO),15.3,Bajo,0.6089
17-055,VENUSTIANO CARRANZA,ROMERO RUBIO,15.3,Bajo,0.3388
16-054,MIGUEL HIDALGO,MORALES SECCION ALAMEDA (POLANCO),15.3,Bajo,0.2487
03-036,COYOACAN,DE LA CANDELARIA (PBLO),15.2,Bajo,0.5431
16-058,MIGUEL HIDALGO,OBSERVATORIO,15.2,Bajo,0.2374
12-024,TLALPAN,COAPA 2A SECCION-RAMOS MILLAN,15.1,Bajo,0.7385
03-065,COYOACAN,LA CONCEPCION (BARR),15.1,Bajo,0.5795
05-188,GUSTAVO A. MADERO,TORRES LINDAVISTA (FRACC),15.1,Bajo,0.371
12-101,TLALPAN,MIRADOR II,15.0,Bajo,0.6889
14-023,BENITO JUAREZ,MERCED GOMEZ,15.0,Bajo,0.1578
07-260,IZTAPALAPA,CERRO DE LA ESTRELLA I,15.0,Bajo,0.6667
05-234,GUSTAVO A. MADERO,PROVIDENCIA I,15.0,Bajo,0.3548
10-123,ALVARO OBREGON,LOMAS DE AXOMIATLA,15.0,Bajo,0.6821
03-029,COYOACAN,CTM V CULHUACAN (U HAB),14.9,Bajo,0.491
16-081,MIGUEL HIDALGO,TORRE BLANCA,14.9,Bajo,0.2187
05-016,GUSTAVO A. MADERO,CAMINO A SAN JUAN DE ARAGON (PBLO),14.9,Bajo,0.3876
07-169,IZTAPALAPA,REAL DEL MORAL (FRACC),14.9,Bajo,0.6367
05-195,GUSTAVO A. MADERO,VALLEJO PONIENTE,14.9,Bajo,0.3742
07-253,IZTAPALAPA,12 DE DICIEMBRE,14.9,Bajo,0.6075
03-072,COYOACAN,LOS CIPRESES,14.9,Bajo,0.568
08-012,LA MAGDALENA CONTRERAS,EL TORO,14.8,Bajo,0.7261
02-028,AZCAPOTZALCO,FERRERIA,14.8,Bajo,0.2841
13-015,XOCHIMILCO,JARDINES DEL SUR,14.7,Bajo,0.7977
15-011,CUAUHTEMOC,ESPERANZA,14.7,Bajo,0.2709
03-007,COYOACAN,ATLANTIDA,14.7,Bajo,0.5644
06-028,IZTACALCO,REFORMA IZTACCIHUATL SUR,14.7,Bajo,0.4781
02-002,AZCAPOTZALCO,ALDANA,14.7,Bajo,0.3025
06-029,IZTACALCO,SAN FCO XICALTONGO (BARR),14.6,Bajo,0.476
07-135,IZTAPALAPA,LOS REYES (PBLO),14.5,Bajo,0.6154
14-044,BENITO JUAREZ,SAN SIMON TICUMAC,14.5,Bajo,0.3062
12-070,TLALPAN,LA FAMA,14.5,Bajo,0.7208
13-054,XOCHIMILCO,SAN MARCOS (AMPL),14.4,Bajo,0.7876
07-281,IZTAPALAPA,LOMAS DE LA ESTANCIA I,14.4,Bajo,0.6704
05-077,GUSTAVO A. MADERO,HEROE DE NACOZARI,14.4,Bajo,0.3813
11-041,TLAHUAC,SANTA CECILIA,14.4,Bajo,0.7064
08-003,LA MAGDALENA CONTRERAS,BARROS SIERRA,14.4,Bajo,0.7333
16-014,MIGUEL HIDALGO,ARGENTINA ANTIGUA,14.3,Bajo,0.2193
07-195,IZTAPALAPA,SAN LUCAS (BARR),14.3,Bajo,0.5983
10-174,ALVARO OBREGON,POLVORA,14.3,Bajo,0.4232
11-027,TLAHUAC,OJO DE AGUA,14.3,Bajo,0.7171
02-060,AZCAPOTZALCO,PLENITUD,14.3,Bajo,0.2936
02-086,AZCAPOTZALCO,SAN RAFAEL,14.3,Bajo,0.3088
03-021,COYOACAN,CIUDAD UNIVERSITARIA,14.3,Bajo,0.6245
08-027,LA MAGDALENA CONTRERAS,LAS CRUCES,14.2,Bajo,0.7113
10-042,ALVARO OBREGON,CHIMALISTAC,14.2,Bajo,0.7125
12-050,TLALPAN,GRANJAS COAPA,14.2,Bajo,0.6986
07-308,IZTAPALAPA,2A AMPLIACION SANTIAGO ACAHUALTEPEC I,14.1,Bajo,0.6604
07-021,IZTAPALAPA,CAMPESTRE POTRERO,14.1,Bajo,0.6691
05-105,GUSTAVO A. MADERO,LA MALINCHE,14.1,Bajo,0.3574
07-059,IZTAPALAPA,EL ROSARIO,14.1,Bajo,0.4495
12-087,TLALPAN,LOS  ENCINOS,14.0,Bajo,0.7325
15-013,CUAUHTEMOC,FELIPE PESCADOR,14.0,Bajo,0.267
16-055,MIGUEL HIDALGO,MORALES SECCION PALMAS (POLANCO),13.9,Bajo,0.224
13-003,XOCHIMILCO,BARRIO 18,13.9,Bajo,0.7923
13-062,XOCHIMILCO,SANTA CRUZ XOCHITEPEC (PBLO),13.9,Bajo,0.7742
08-006,LA MAGDALENA CONTRERAS,EL ERMITAÑO,13.9,Bajo,0.7083
13-058,XOCHIMILCO,SANTA CECILIA TEPETLAPA (PBLO),13.9,Bajo,0.7826
07-125,IZTAPALAPA,LOMAS DE ZARAGOZA,13.8,Bajo,0.6465
17-053,VENUSTIANO CARRANZA,PUEBLA,13.8,Bajo,0.503
07-176,IZTAPALAPA,SAN ANDRES TOMATLAN (PBLO),13.7,Bajo,0.6149
07-113,IZTAPALAPA,LA PLANTA,13.7,Bajo,0.4435
11-016,TLAHUAC,LA HABANA,13.7,Bajo,0.7045
07-041,IZTAPALAPA,DR ALFONSO ORTIZ TIRADO,13.7,Bajo,0.6135
17-032,VENUSTIANO CARRANZA,JANITZIO,13.7,Bajo,0.3447
02-010,AZCAPOTZALCO,COSMOPOLITA,13.7,Bajo,0.3103
11-055,TLAHUAC,UNIDADES HABITACIONALES DE SANTA ANA PONIENTE I,13.6,Bajo,0.465
12-019,TLALPAN,CHICHICASPATL,13.6,Bajo,0.7257
03-048,COYOACAN,EMILIANO ZAPATA,13.6,Bajo,0.5753
05-071,GUSTAVO A. MADERO,GUADALUPE INSURGENTES,13.6,Bajo,0.3702
17-020,VENUSTIANO CARRANZA,EL ARENAL 3A SECCION,13.5,Bajo,0.5068
08-049,LA MAGDALENA CONTRERAS,SANTA TERESA,13.5,Bajo,0.7291
11-011,TLAHUAC,GRANJAS CABRERA,13.5,Bajo,0.4687
05-118,GUSTAVO A. MADERO,LUIS DONALDO COLOSIO,13.5,Bajo,0.3536
15-034,CUAUHTEMOC,VISTA ALEGRE,13.5,Bajo,0.2888
12-176,TLALPAN,TLALMILLE,13.5,Bajo,0.7135
08-022,LA MAGDALENA CONTRERAS,LA CRUZ,13.5,Bajo,0.7035
03-045,COYOACAN,EL RELOJ,13.4,Bajo,0.5585
06-027,IZTACALCO,REFORMA IZTACCIHUATL NORTE,13.3,Bajo,0.4605
12-108,TLALPAN,NIÑO JESUS (BARR),13.3,Bajo,0.7104
02-051,AZCAPOTZALCO,NUEVA ESPAÑA,13.3,Bajo,0.3055
06-024,IZTACALCO,PICOS IZTACALCO 1B,13.3,Bajo,0.4826
16-001,MIGUEL HIDALGO,AGRICULTURA,13.3,Bajo,0.2358
10-197,ALVARO OBREGON,SAN PEDRO DE LOS PINOS,13.3,Bajo,0.519
07-171,IZTAPALAPA,RENOVACION,13.2,Bajo,0.6549
10-183,ALVARO OBREGON,PUEBLO NUEVO,13.2,Bajo,0.4227
07-157,IZTAPALAPA,PASEOS DE CHURUBUSCO,13.2,Bajo,0.6282
13-007,XOCHIMILCO,CALTONGO (BARR),13.2,Bajo,0.7869
07-144,IZTAPALAPA,MIXCOATL,13.1,Bajo,0.6471
02-092,AZCAPOTZALCO,SANTA CRUZ ACAYUCAN (PBLO),13.1,Bajo,0.3161
10-089,ALVARO OBREGON,JALALPA EL GRANDE,13.1,Bajo,0.6436
05-176,GUSTAVO A. MADERO,SIETE MARAVILLAS,13.1,Bajo,0.3817
09-009,MILPA ALTA,SAN PEDRO ATOCPAN (PBLO),13.1,Bajo,0.8386
03-093,COYOACAN,PILOTO CULHUACAN (U HAB),13.0,Bajo,0.5776
16-053,MIGUEL HIDALGO,MOLINO DEL REY,13.0,Bajo,0.27
10-076,ALVARO OBREGON,GARCIMARRERO,12.9,Bajo,0.6729
16-088,MIGUEL HIDALGO,ANAHUAC I,12.9,Bajo,0.2274
10-171,ALVARO OBREGON,PILOTO (ADOLFO LOPEZ MATEOS),12.9,Bajo,0.6779
04-038,CUAJIMALPA DE MORELOS,PALO ALTO (GRANJAS),12.8,Bajo,0.6344
10-118,ALVARO OBREGON,LAS CUEVITAS,12.8,Bajo,0.4082
16-003,MIGUEL HIDALGO,AMERICA,12.6,Bajo,0.2409
02-101,AZCAPOTZALCO,SINDICATO MEXICANO DE ELECTRICISTAS,12.6,Bajo,0.3026
05-135,GUSTAVO A. MADERO,PARQUE METROPOLITANO,12.5,Bajo,0.3633
12-076,TLALPAN,LA PRIMAVERA,12.5,Bajo,0.716
02-045,AZCAPOTZALCO,LOS REYES (BARR),12.5,Bajo,0.2954
03-026,COYOACAN,CROC CULHUACAN SECC 6 (U HAB),12.4,Bajo,0.5628
10-033,ALVARO OBREGON,BOSQUES DE TARANGO,12.4,Bajo,0.6551
04-022,CUAJIMALPA DE MORELOS,JESUS DEL MONTE,12.4,Bajo,0.6434
10-138,ALVARO OBREGON,LOMAS DE PUERTA GRANDE,12.4,Bajo,0.6741
07-204,IZTAPALAPA,SAN SIMON CULHUACAN (BARR),12.3,Bajo,0.5987
07-236,IZTAPALAPA,VALLE DE LUCES (U HAB),12.3,Bajo,0.6109
10-187,ALVARO OBREGON,REACOMODO EL CUERNITO,12.3,Bajo,0.4302
07-096,IZTAPALAPA,IXTLAHUACAN,12.2,Bajo,0.6407
13-056,XOCHIMILCO,SAN MATEO XALPA (PBLO),12.2,Bajo,0.7645
07-134,IZTAPALAPA,LOS REYES (AMPL),12.2,Bajo,0.6128
