consulta,match,score,decision,cve_alcaldia
MARTIN MENDALDE,PIEDAD NARVARTE,53,no_match,014
DOCTOR BARRAGAN,OCHO DE AGOSTO,48,no_match,014
RIFF,ERMITA,40,no_match,014
GALICIA,ACACIAS,57,no_match,014
SEGOVIA,ERMITA,46,no_match,014
ESCOCIA,ACACIAS,57,no_match,014
LA BAYONETA,POSTAL,47,no_match,014
FERNANDO MONTES DE OCA,CIUDAD DE LOS DEPORTES,54,no_match,014
CALLE PENNSYLVANIA,MARIA DEL CARMEN,52,no_match,014
ALGECIRAS,ACACIAS,62,no_match,014
AVENIDA EXTREMADURA,EXTREMADURA INSURGENTES,73,candidato,014
CANOVA,ACACIAS,46,no_match,014
MANZANAS,ACACIAS,53,no_match,014
AVENIDA INSURGENTES SUR,INSURGENTES MIXCOAC,73,candidato,014
CADIZ NORTE,NARVARTE I,57,no_match,014
ROMA SUR,EXTREMADURA INSURGENTES,45,no_match,014
MALINTZIN,ACTIPAN,50,no_match,014
CALLE CAPULIN,DEL VALLE VI,48,no_match,014
AVENIDA TRES,NATIVITAS,47,no_match,014
BOSTON,POSTAL,50,no_match,014
DETROIT,ERMITA,61,no_match,014
EJE VIAL 5 SUR,DEL VALLE I,48,no_match,014
ALBERTO BALDERAS R.,ATENOR SALAS,51,no_match,014
CLAUDIO ARCINIEGA,AMERICAS UNIDAS-DEL LAGO,43,no_match,014
13 DE MAYO,MARIA DEL CARMEN,46,no_match,014
CALLE BALBOA,LETRAN VALLE,58,no_match,014
AVENIDA RIO CHURUBUSCO,CREDITO CONSTRUCTOR,43,no_match,014
DEL VELLA,DEL VALLE I,70,candidato,014
AVENIDA PORFIRIO DIAZ,GENERAL PEDRO MARIA ANAYA,47,no_match,014
ANICETO ORTEGA,PORTALES ORIENTE,53,no_match,014
AVENIDA MAGDALENA,AMERICAS UNIDAS-DEL LAGO,48,no_match,014
CERRADA DE AMEYALCO,AMERICAS UNIDAS-DEL LAGO,51,no_match,014
AVENIDA PRESIDENTES,CENTRO URBANO PRESIDENTE ALEMAN (U HAB),51,no_match,014
CERRADA PRIMERA PRIVADA ARIZONA,GENERAL PEDRO MARIA ANAYA,50,no_match,014
CALLE FRESAS,ATENOR SALAS,50,no_match,014
UVAS,SAN JUAN,50,no_match,014
CERRADA EUGENIA,EXTREMADURA INSURGENTES,52,no_match,014
U HABITACIONAL EMILIANO ZAPATA,TLACOQUEMECATL DEL VALLE,40,no_match,014
ROMERO,MODERNA,46,no_match,014
CALLE KANSAS,ATENOR SALAS,50,no_match,014
CORREGGIO,CREDITO CONSTRUCTOR,50,no_match,014
ANILLO PERIFERICO,PERIODISTA FRANCISCO ZARCO,55,no_match,014
JEAN M. NATTIER,MIGUEL ALEMAN,50,no_match,014
AMEYALCO,NONOALCO,50,no_match,014
XOCOTITLA,XOCO,61,no_match,014
COLORADO,NONOALCO,50,no_match,014
CHICAGO,ZACAHUITZCO,55,no_match,014
VERMONT,ERMITA,61,no_match,014
SANTA MONICA,SAN JUAN,50,no_match,014
DALLAS,ALAMOS I,57,no_match,014
CERRADA DE POPOCATEPETL,CIUDAD DE LOS DEPORTES,53,no_match,014
CERRADA NUEVA YORK,EXTREMADURA INSURGENTES,43,no_match,014
OHIO,XOCO,50,no_match,014
SAN ANTONIO,SAN JUAN,63,no_match,014
BOULEVARD ADOLFO LOPEZ MATEOS,TLACOQUEMECATL DEL VALLE,41,no_match,014
GIORGIONE,PORTALES I,42,no_match,014
BERRUGUETE,ALBERT,50,no_match,014
CALLEJON SANTISIMA,SAN SIMON TICUMAC,51,no_match,014
ALGARIN,ALAMOS I,53,no_match,014
TINTORETO,CREDITO CONSTRUCTOR,50,no_match,014
AGUSTIN GONZALEZ DE COSSIO,OCHO DE AGOSTO,50,no_match,014
TIJUANA,SAN JUAN,66,no_match,014
CONCEPCION MENDEZ,INDEPENDENCIA,46,no_match,014
VIADUCTO,ZACAHUITZCO,42,no_match,014
CALZADA SANTA ANITA,STA CRUZ ATOYAC,58,no_match,014
YOSEMITE,ERMITA,57,no_match,014
CALLE TEXAS,ALBERT,47,no_match,014
ROCHESTER,NOCHE BUENA,40,no_match,014
CALLE 18,DEL VALLE I,52,no_match,014
AVENIDA UNO,NOCHE BUENA,54,no_match,014
MEDELLIN,MODERNA,53,no_match,014
MAYORAZGO DE SOLIS,OCHO DE AGOSTO,50,no_match,014
CADIZ,ACACIAS,50,no_match,014
ARIZONA,ERMITA,46,no_match,014
BUENOS AIRES,SAN JOSE INSURGENTES,43,no_match,014
105,ACACIAS,0,no_match,014
CALLE UNO,DEL VALLE VI,47,no_match,014
CALLE 17,DEL VALLE I,52,no_match,014
JOSE MARIA OLLOQUI,MARIA DEL CARMEN,52,no_match,014
PROLONGACION TAJIN,ACTIPAN,40,no_match,014
CALLE 13,DEL VALLE I,52,no_match,014
MIGUEL DE CERVANTES SAAVEDRA,MIGUEL ALEMAN,63,no_match,014
CONJUNTO URBANO TLALPAN,CENTRO URBANO PRESIDENTE ALEMAN (U HAB),48,no_match,014
ALEMANIA,MIGUEL ALEMAN,66,no_match,014
CALLE ALTAMIRA,MIRAVALLE,69,no_match,014
PARQUE MARISCAL SUCRE,AMERICAS UNIDAS-DEL LAGO,44,no_match,014
BELGICA,ERMITA,46,no_match,014
TIBURCIO SANCHEZ DE LA BARQUERA,MARIA DEL CARMEN,46,no_match,014
CALLE INDIANA,DEL VALLE VII,53,no_match,014
CALLE CANARIAS,ACACIAS,57,no_match,014
AVENIDA 17,PIEDAD NARVARTE,48,no_match,014
JOSE MARIA VILLASANA,VILLA DE CORTES,51,no_match,014
CERRADA NEGRETE,EXTREMADURA INSURGENTES,57,no_match,014
PEDRO DE ALBA,SAN PEDRO DE LOS  PINOS,76,candidato,014
VIADUCTO PIEDAD,PIEDAD NARVARTE,66,no_match,014
CALLE ELISA,MARIA DEL CARMEN,59,no_match,014
LUISA,SAN JUAN,46,no_match,014
CALLE ELENA,MARIA DEL CARMEN,51,no_match,014
FRANCISCO FERNANDEZ DEL CASTILLO,PERIODISTA FRANCISCO ZARCO,51,no_match,014
CALLE RUMANIA,MARIA DEL CARMEN,55,no_match,014
LUIS SPOTA,PORTALES I,60,no_match,014
CENTENARIO,MARIA DEL CARMEN,53,no_match,014
PABLO UCELLO,MIGUEL ALEMAN,48,no_match,014
LUIS BRAILE,PORTALES I,47,no_match,014
CASAS GRANDES,PORTALES I,43,no_match,014
SAN JERONIMO LIDICE,SAN SIMON TICUMAC,55,no_match,014
HOLBEIN,ALBERT,46,no_match,014
CALZADA SANTA CRUZ,STA CRUZ ATOYAC,66,no_match,014
COYOACAN,ACACIAS,53,no_match,014
NATAL PESADO,PIEDAD NARVARTE,59,no_match,014
KENTUCKY,SAN SIMON TICUMAC,32,no_match,014
LA QUEMADA,TLACOQUEMECATL DEL VALLE,47,no_match,014
CUMBRES DE ACULTZINGO,NINOS HEROES DE CHAPULTEPEC,45,no_match,014
ELEUTERIO MENDEZ,LETRAN VALLE,42,no_match,014
2A. CERRADA ADOLFO PRIETO,CENTRO URBANO PRESIDENTE ALEMAN (U HAB),46,no_match,014
TANANA,SAN JUAN,57,no_match,014
RUFINO BLANCO FOMBONA,PERIODISTA FRANCISCO ZARCO,42,no_match,014
AGUSTIN GUTIERREZ,SAN SIMON TICUMAC,41,no_match,014
CONSTITUCION DE 1917,CREDITO CONSTRUCTOR,51,no_match,014
IROLO,NONOALCO,46,no_match,014
VIRGILIO URIBE,VERTIZ NARVARTE,41,no_match,014
GUIPUZCOA,MIXCOAC,50,no_match,014
MEXICO,MIXCOAC,61,no_match,014
11 DE ABRIL,VILLA DE CORTES,46,no_match,014
HAMBURGO,ALBERT,42,no_match,014
SUCRE,CREDITO CONSTRUCTOR,41,no_match,014
SIMON BOLIVAR,SAN SIMON TICUMAC,55,no_match,014
SORIA,ERMITA,54,no_match,014
MIRAFLORES,MIRAVALLE,63,no_match,014
ALABAMA,ALAMOS I,53,no_match,014
ASTURIAS,NATIVITAS,58,no_match,014
CATALUNA,ACTIPAN,53,no_match,014
GOYA,POSTAL,40,no_match,014
MAGNOLIAS,ATENOR SALAS,57,no_match,014
OJO DE AGUA,OCHO DE AGOSTO,64,no_match,014
CERRADA FELIX CUEVAS,AMERICAS UNIDAS-DEL LAGO,45,no_match,014
JOSE CLEMENTE OROZCO,JOSEFA ORTIZ DE DOMINGUEZ,57,no_match,014
EJE 6 SUR TINTORETO,EXTREMADURA INSURGENTES,47,no_match,014
JOSE MARIA IBARRARAN,MARIA DEL CARMEN,61,no_match,014
DAMAS,ACACIAS,50,no_match,014
ANDREA DEL SARTO,MARIA DEL CARMEN,62,no_match,014
BARTOLOME ESTEBAN MURILLO,MARIA DEL CARMEN,48,no_match,014
CERRADA ANDREA DEL CASTAGNO,AMERICAS UNIDAS-DEL LAGO,54,no_match,014
ANTONIO VAN DICK,SAN SIMON TICUMAC,48,no_match,014
RAFAEL SOLANA VERDUGUILLO,GENERAL PEDRO MARIA ANAYA,44,no_match,014
CALLE 23,DEL VALLE I,52,no_match,014
MIGUEL CABRERA,MIGUEL ALEMAN,74,candidato,014
GIOTTO,OCHO DE AGOSTO,40,no_match,014
1A. CERRADA LUIS CARRACCI,ACACIAS,43,no_match,014
CALLE FRAGONARD,AMERICAS UNIDAS-DEL LAGO,46,no_match,014
RUBENS,SAN JUAN,42,no_match,014
CHUPICUARO,ZACAHUITZCO,57,no_match,014
PRIMERA CERRADA CONCEPCION BEISTEGUI,RESIDENCIAL EMPERADORES,40,no_match,014
NECAXA,ACACIAS,46,no_match,014
DOCTOR ANDRADE,CIUDAD DE LOS DEPORTES,50,no_match,014
LEOPOLDO LUGONES,NAPOLES,43,no_match,014
ATZAYACATL,IZTACCIHUATL,54,no_match,014
DOCTORES,PORTALES ORIENTE,50,no_match,014
PLZA MAYORAZGO DE LUYANDO,CIUDAD DE LOS DEPORTES,46,no_match,014
JUAN TINOCO,SAN JUAN,66,no_match,014
JESUS URUETA,ERMITA,44,no_match,014
AVENIDA SANTIAGO,ATENOR SALAS,50,no_match,014
TRES ZAPOTES,PORTALES ORIENTE,57,no_match,014
COLONIA CONDESA,NAPOLES,45,no_match,014
MALAGA,ACACIAS,46,no_match,014
COL,XOCO,57,no_match,014
FLORIDA,ERMITA,46,no_match,014
GUILLAIN,ACTIPAN,40,no_match,014
MONTE ALEGRE,ALBERT,55,no_match,014
MEXICO (LIC. BENITO JUAREZ),INSURGENTES MIXCOAC,43,no_match,014
SAGREDO,MERCED GOMEZ,42,no_match,014
CALLE 27,DEL VALLE I,52,no_match,014
METROPOLI,ERMITA,40,no_match,014
DEL LAGO,AMERICAS UNIDAS-DEL LAGO,66,no_match,014
EL PRADO,PORTALES I,44,no_match,014
NUEVA SANTA ANITA,STA CRUZ ATOYAC,56,no_match,014
ANTONIO DEL CASTILLO,NONOALCO-TLATELOLCO (U HAB) I,44,no_match,015
TONALA,TABACALERA,50,no_match,015
COLONIA RENACIMIENTO,HIPODROMO CONDESA,43,no_match,015
MEXICO,MORELOS I,40,no_match,015
CIUDAD DE MEXICO,CUAUHTEMOC,46,no_match,015
CALLE DOCTOR ERAZO,DOCTORES I,50,no_match,015
LAGUNILLA,ASTURIAS,47,no_match,015
CALLE DOCTOR MARTINEZ DEL RIO,DOCTORES I,46,no_match,015
AVENIDA RIO CONSULADO,FELIPE PESCADOR,44,no_match,015
CODIGO 2,CONDESA,40,no_match,015
MAPIMI,MAZA,40,no_match,015
MEXICO CITY,MORELOS I,50,no_match,015
JUVENTINO ROSAS,ROMA NORTE I,51,no_match,015
DOCTOR PASCUA,DOCTORES I,60,no_match,015
CALLE SOR JUANA INES DE LA CRUZ,SANTA MARIA LA RIBERA I,44,no_match,015
CALLE GABINO BARREDA,PAULINO NAVARRO,51,no_match,015
JOAQUIN GARCIA ICAZBALCETA,SANTA MARIA LA RIBERA I,48,no_match,015
SERAPIO RENDON,PERALVILLO I,46,no_match,015
AVENIDA DOCTOR RIO DE LA LOZA,EX HIPODROMO DE PERALVILLO,47,no_match,015
DE SABINO,CONDESA,50,no_match,015
IGNACIO MANUEL ALTAMIRANO,SANTA MARIA LA RIBERA I,45,no_match,015
DOCTOR JIMENEZ,DOCTORES I,66,no_match,015
ORIZABA,ASTURIAS,40,no_match,015
ESCANDON I SECCION,CENTRO II,44,no_match,015
CAMPECHE,CUAUHTEMOC,44,no_match,015
MONTERREY,MORELOS I,44,no_match,015
MERIDA,VISTA ALEGRE,44,no_match,015
PIEDAD NARVARTE,PAULINO NAVARRO,53,no_match,015
CARUSO,CUAUHTEMOC,50,no_match,015
GOROSTIZA,VISTA ALEGRE,47,no_match,015
DONCELES,DOCTORES I,55,no_match,015
RIO MISISIPI,MORELOS III,52,no_match,015
RIO AMAZONAS,MAZA,50,no_match,015
RIO YANG TSZE,ROMA NORTE I,48,no_match,015
RIO PANUCO,ROMA NORTE I,45,no_match,015
ANTONIO SOLIS,CENTRO I,47,no_match,015
CAMELIA,TABACALERA,47,no_match,015
BEETHOVEN,CENTRO V,47,no_match,015
CALLE JOSE ANTONIO ALZATE,NONOALCO-TLATELOLCO (U HAB) I,40,no_match,015
DOCTOR ARCE,DOCTORES I,57,no_match,015
RIO HUDSON,HIPODROMO I,47,no_match,015
CUERNAVACA,BUENAVISTA I,54,no_match,015
CALLE ELIGIO ANCONA,NONOALCO-TLATELOLCO (U HAB) I,41,no_match,015
ZARCO,MAZA,44,no_match,015
CHOPIN,CONDESA,46,no_match,015
FERNANDO MONTES DE OCA,ROMA NORTE I,47,no_match,015
GUANAJUATO,CUAUHTEMOC,50,no_match,015
CALLE DEL FRESNO,BUENOS AIRES,42,no_match,015
RIO AMUR,ASTURIAS,50,no_match,015
347,ALGARIN,0,no_match,015
RIO GANGES,TRANSITO,55,no_match,015
MANUEL CARPIO,PAULINO NAVARRO,50,no_match,015
MOSQUETA,CONDESA,40,no_match,015
CERRADA DE ALLENDE,EX HIPODROMO DE PERALVILLO,40,no_match,015
NOGAL,PAULINO NAVARRO,40,no_match,015
CALLE SALVADOR DIAZ MIRON,SANTA MARIA LA RIBERA I,45,no_match,015
DOCTOR DURAN,DOCTORES I,63,no_match,015
HUATUSCO,ASTURIAS,50,no_match,015
SUR 77,ROMA SUR I,66,no_match,015
RIO DUERO,GUERRERO I,63,no_match,015
RIO NAZAS,ALGARIN,50,no_match,015
CALLE RIO GRIJALVA,ALGARIN,48,no_match,015
RIO EBRO,CENTRO I,62,no_match,015
RIO GUADALQUIVIR,BUENAVISTA I,42,no_match,015
AVENIDA PASEO DE LA REFORMA,HIPODROMO CONDESA,45,no_match,015
CALLE CEDRO,TABACALERA,47,no_match,015
ZOLTAN KODALY,ALGARIN,40,no_match,015
GENERAL BENJAMIN HILL,PERALVILLO I,54,no_match,015
SIMON BOLIVAR,SAN SIMON TOLNAHUAC,56,no_match,015
MELLADO,MORELOS I,50,no_match,015
PLOMO,HIPODROMO I,50,no_match,015
BOLEO,MORELOS I,42,no_match,015
TENOCHTITLAN,BUENAVISTA I,41,no_match,015
HAMBURGO,BUENOS AIRES,40,no_match,015
CALLE SALAMANCA,ATLAMPA,45,no_match,015
CALLE MAESTRO ANTONIO CASO,NONOALCO-TLATELOLCO (U HAB) I,43,no_match,015
CALLE VALENTIN GOMEZ FARIAS,VALLE GOMEZ,62,no_match,015
RIO NIAGARA,ALGARIN,55,no_match,015
RIO NILO,CENTRO I,50,no_match,015
RIO RHIN,TRANSITO,50,no_match,015
NARANJO,PAULINO NAVARRO,54,no_match,015
DOCTOR ATL,DOCTORES I,60,no_match,015
CALLE GUILLERMO PRIETO,VISTA ALEGRE,47,no_match,015
CALLE JOSE ROSAS MORENO,BUENOS AIRES,45,no_match,015
MANUEL MARIA CONTRERAS,SANTA MARIA INSURGENTES,57,no_match,015
CALLE DE FRANCISCO DIAZ COVARRUBIAS,SANTA MARIA LA RIBERA I,41,no_match,015
DOCTOR JOSE MARIA VERTIZ,DOCTORES II,57,no_match,015
CALLE LINALOE,VISTA ALEGRE,48,no_match,015
MAGNOLIA,MAZA,50,no_match,015
CALLE DOCTOR LUCIO,DOCTORES I,57,no_match,015
DOCTOR FEDERICO GOMEZ SANTOS,VALLE GOMEZ,62,no_match,015
EMILIO DONDE,DOCTORES II,52,no_match,015
CHICONTEPEC,CUAUHTEMOC,47,no_match,015
MANUEL JOSE OTHON,SAN SIMON TOLNAHUAC,44,no_match,015
GUMERSINDO ESQUER,BUENOS AIRES,48,no_match,015
LA MERCED,MORELOS I,44,no_match,015
CALLE DE LA CONSTANCIA,SANTA MARIA LA RIBERA I,44,no_match,015
ATENAS,ASTURIAS,57,no_match,015
LIBERTAD,OBRERA I,62,no_match,015
CALLE DOCTOR ENRIQUE GONZALEZ MARTINEZ,DOCTORES I,37,no_match,015
MASSENET,BUENOS AIRES,40,no_match,015
AVENIDA NUEVO LEON,BUENOS AIRES,46,no_match,015
ANTONIO GARCIA CUBAS,ASTURIAS,42,no_match,015
CALLE JOSE ANTONIO TORRES,NONOALCO-TLATELOLCO (U HAB) I,40,no_match,015
CALZADA DE LOS MISTERIOS,ASTURIAS (AMPL),41,no_match,015
CALLE HEROES,BUENOS AIRES,50,no_match,015
LERDO,CENTRO I,46,no_match,015
CALLE RIO TIBER,CENTRO I,52,no_match,015
FRANZ SCHUBERT,ROMA SUR I,50,no_match,015
DOCTOR ANDRADE,DOCTORES I,50,no_match,015
MANUEL PAYNO,SAN RAFAEL I,50,no_match,015
PLAZA WAGNER,TABACALERA,45,no_match,015
VALLADOLID,ALGARIN,47,no_match,015
DOCTOR M. VILLADA,DOCTORES I,59,no_match,015
DOCTOR BALMIS,DOCTORES I,52,no_match,015
PROLONGACION ZARCO,ESPERANZA,44,no_match,015
ANAHUAC,SAN SIMON TOLNAHUAC,53,no_match,015
IGUALA,ALGARIN,46,no_match,015
CALZADA DE GUADALUPE,SANTA MARIA LA RIBERA I,37,no_match,015
CALLE VERSALLES,VALLE GOMEZ,53,no_match,015
LONDRES,CONDESA,71,candidato,015
ABRAHAM GONZALEZ,TABACALERA,46,no_match,015
AVENIDA OAXACA,SAN SIMON TOLNAHUAC,48,no_match,015
PUEBLA,ESPERANZA,40,no_match,015
MIGUEL E. SCHULTZ,VISTA ALEGRE,41,no_match,015
AMSTERDAM,ASTURIAS,58,no_match,015
JAIME TORRES BODET,MORELOS I,44,no_match,015
CALLE NEZAHUALCOYOTL,SAN SIMON TOLNAHUAC,41,no_match,015
MANUEL GONZALEZ,VALLE GOMEZ,53,no_match,015
EDUARDO GRIEG,CENTRO I,47,no_match,015
CALLE PENON,BUENOS AIRES,52,no_match,015
PLAZA VILLA DE MADRID,EX HIPODROMO DE PERALVILLO,51,no_match,015
RIO POO,HIPODROMO I,55,no_match,015
RIO USSURI,ROMA SUR I,60,no_match,015
JUAN DE LA BARRERA,SANTA MARIA LA RIBERA I,58,no_match,015
PRIVADA DE CEDRO,CENTRO IV,56,no_match,015
CALLE DOCTOR GARCIA DIEGO,DOCTORES I,45,no_match,015
MARGARITA,ALGARIN,62,no_match,015
AVENIDA YUCATAN,SANTA MARIA INSURGENTES,42,no_match,015
CALLE MONCLOVA,CUAUHTEMOC,50,no_match,015
LA CRUZ,SANTA MARIA LA RIBERA I,44,no_match,015
CALZADA DE LA RONDA,SANTA MARIA LA RIBERA I,47,no_match,015
CALLE MARSELLA,TABACALERA,50,no_match,015
SEVILLA,PERALVILLO I,52,no_match,015
ZAMORA,ATLAMPA,46,no_match,015
CALLE SABINO,ALGARIN,52,no_match,015
CALLE FRANCISCO PIMENTEL,VISTA ALEGRE,38,no_match,015
AVENIDA RICARDO FLORES MAGON,FELIPE PESCADOR,41,no_match,015
CALLE TREBOL,CENTRO I,50,no_match,015
JALAPA,ATLAMPA,76,candidato,015
VIADUCTO RIO DE LA PIEDAD,SANTA MARIA LA RIBERA I,50,no_match,015
CALLE JOSE TOMAS CUELLAR',VISTA ALEGRE,43,no_match,015
PRAGA,ESPERANZA,57,no_match,015
RIO DANUBIO,PERALVILLO I,43,no_match,015
VIRGINIA FABREGAS,ALGARIN,50,no_match,015
CALLE RIVA PALACIO,CENTRO IV,44,no_match,015
CALLE ATLIXCO,VALLE GOMEZ,50,no_match,015
ENRIQUE BORDES MANGEL,BUENOS AIRES,42,no_match,015
FRANCISCO TAMAGNO,TRANSITO,48,no_match,015
TLATELOLCO,NONOALCO-TLATELOLCO (U HAB) I,51,no_match,015
AVENIDA CHAPULTEPEC,CUAUHTEMOC,41,no_match,015
CALZADA MANUEL VILLALONGIN,PERALVILLO I,42,no_match,015
EJE CENTRAL LAZARO CARDENAS,BUENOS AIRES,41,no_match,015
PEDRO MORENO,ROMA NORTE I,50,no_match,015
CALZADA DE LA VIGA,VISTA ALEGRE,46,no_match,015
NACIONAL,CONDESA,53,no_match,015
ACAPULCO,PAULINO NAVARRO,52,no_match,015
PLAZA CARLOS J. FINLAY,SAN SIMON TOLNAHUAC,39,no_match,015
ANTONIO PLAZA,ATLAMPA,50,no_match,015
AVENIDA PUENTE DE ALVARADO,SANTA MARIA LA RIBERA I,44,no_match,015
CALLE ORIENTE 69 A,SANTA MARIA LA RIBERA I,48,no_match,015
CALLE VICENTE BERISTAIN,BUENAVISTA I,45,no_match,015
FRANCISCO JAVIER CLAVIJERO,CENTRO II,40,no_match,015
DOCTOR RAFAEL NORMA,SAN RAFAEL I,66,no_match,015
AVENIDA INSURGENTES NORTE,SANTA MARIA INSURGENTES,75,candidato,015
EJE 1 NORTE,ROMA NORTE I,62,no_match,015
MANUEL M. FLORES,BUENOS AIRES,42,no_match,015
DE LA SANTISIMA,SANTA MARIA LA RIBERA I,52,no_match,015
CALLE DOCTOR LICEAGA,DOCTORES I,53,no_match,015
2? CALLE DE ERNESTO PUGIBET,VISTA ALEGRE,41,no_match,015
RIO DE LA PLATA,SANTA MARIA LA RIBERA I,47,no_match,015
26,ALGARIN,0,no_match,015
VENTURA G.TENA,VISTA ALEGRE,46,no_match,015
DOCTOR MARIANO AZUELA,DOCTORES I,51,no_match,015
AVENIDA VICENTE SUAREZ,VISTA ALEGRE,47,no_match,015
IGNACIO ALLENDE,VISTA ALEGRE,51,no_match,015
MINA,MAZA,50,no_match,015
CALLE FELIPE VILLANUEVA,FELIPE PESCADOR,57,no_match,015
ZACATECAS,CUAUHTEMOC,52,no_match,015
TLAXCALA,TABACALERA,66,no_match,015
TEPITO,TRANSITO,57,no_match,015
GUTIERREZ NAJERA,GUERRERO I,53,no_match,015
FRANCISCO AYALA,ALGARIN,45,no_match,015
AVENIDA DEL TALLER,TABACALERA,42,no_match,015
CORREGIDORA,OBRERA I,52,no_match,015
CALLE RAMON CORONA,HIPODROMO CONDESA,45,no_match,015
VERTIZ NARVARTE,PAULINO NAVARRO,46,no_match,015
1ER. CALLEJON SAN JUAN DE DIOS,SANTA MARIA INSURGENTES,41,no_match,015
CALLE DOCTOR VELASCO,DOCTORES I,53,no_match,015
JOSE JOAQUIN ARRIAGA,PAULINO NAVARRO,51,no_match,015
AVENIDA ANDRES MOLINA ENRIQUEZ,SANTA MARIA LA RIBERA I,45,no_match,015
CALZADA SAN ANTONIO ABAD,SAN SIMON TOLNAHUAC,46,no_match,015
FRAY SERVANDO TERESA DE MIER,SANTA MARIA LA RIBERA I,50,no_match,015
OBRAJE,OBRERA I,57,no_match,015
CALLEJON GALEANA,ALGARIN,43,no_match,015
AVENIDA PROFESORA EULALIA GUZMAN,SANTA MARIA LA RIBERA I,43,no_match,015
CALLE VIOLETA,VISTA ALEGRE,64,no_match,015
LISZT,VISTA ALEGRE,47,no_match,015
COLIMA,ATLAMPA,46,no_match,015
JOSE TORIBIO MEDINA,CENTRO II,42,no_match,015
CHIMALPOPOCA,CUAUHTEMOC,45,no_match,015
JOSE MARIA AGREDA Y SANCHEZ,SANTA MARIA LA RIBERA I,56,no_match,015
JESUS MARIA,SANTA MARIA (U HAB),62,no_match,015
GUADALAJARA,TABACALERA,47,no_match,015
CALLE MANZANILLO,PERALVILLO I,42,no_match,015
COZUMEL,VALLE GOMEZ,44,no_match,015
CALLE RIO LERMA,TABACALERA,48,no_match,015
CALLE ALFONSO HERRERA,TABACALERA,45,no_match,015
OROZCO Y BERRA,GUERRERO I,50,no_match,015
CALLE DE MOTOLINIA,SAN SIMON TOLNAHUAC,48,no_match,015
FERNANDO RAMIREZ,CENTRO I,41,no_match,015
SANTA VERACRUZ,SANTA MARIA (U HAB),52,no_match,015
REVILLAGIGEDO,PERALVILLO I,48,no_match,015
LUIS MOYA,OBRERA I,47,no_match,015
LA ROMITA,ROMA SUR I,52,no_match,015
CALLE DE CHIAPAS,ATLAMPA,43,no_match,015
MEDELLIN,VALLE GOMEZ,42,no_match,015
HEROE DE GRANADITAS,BUENAVISTA I,45,no_match,015
CALLE GENERAL PRIM,ALGARIN,48,no_match,015
CALLE SOTO,VISTA ALEGRE,54,no_match,015
CALLE MINA,VISTA ALEGRE,54,no_match,015
NEPTUNO,PAULINO NAVARRO,45,no_match,015
BRUSELAS,BUENAVISTA I,50,no_match,015
CERRADA SALAMANCA,SAN RAFAEL I,48,no_match,015
PLAZA POPOCATEPETL,NONOALCO-TLATELOLCO (U HAB) I,38,no_match,015
MIGUEL RAMOS ARIZPE,BUENOS AIRES,51,no_match,015
CALLE AMBERES,VALLE GOMEZ,58,no_match,015
EFREN REBOLLEDO,BUENOS AIRES,44,no_match,015
CALLE GOUNOD,BUENOS AIRES,50,no_match,015
VENUS,BUENOS AIRES,35,no_match,015
AGUSTIN MELGAR,ALGARIN,47,no_match,015
ERNESTO ELORDUY,VISTA ALEGRE,44,no_match,015
CARLOS B. ZETINA,TABACALERA,46,no_match,015
CORDOBA,CONDESA,57,no_match,015
CALLE CACAHUAMILPA,TABACALERA,42,no_match,015
PACHUCA,ASTURIAS,40,no_match,015
ZARAGOZA,MAZA,50,no_match,015
EZEQUIEL MONTES,MORELOS I,50,no_match,015
CALLE LUCERNA,TABACALERA,52,no_match,015
BELISARIO DOMINGUEZ,BUENAVISTA I,45,no_match,015
FRAY JUAN DE TORQUEMADA,ROMA NORTE I,40,no_match,015
CIRCUITO INTERIOR MELCHOR OCAMPO,HIPODROMO CONDESA,44,no_match,015
CALLE JOAQUIN VELAZQUEZ DE LEON,SAN SIMON TOLNAHUAC,36,no_match,015
CALLE DE DURANGO,TABACALERA,46,no_match,015
CALLE RAMON ISAAC ALDANA,TABACALERA,47,no_match,015
CALLE COMONFORT,CUAUHTEMOC,40,no_match,015
FERNANDO DE ALVA IXTLILXOCHITL,PAULINO NAVARRO,40,no_match,015
REPUBLICA DE COSTA RICA,TABACALERA,42,no_match,015
CALLE DOCTOR VALENZUELA,DOCTORES V,48,no_match,015
CALLE DOCTOR MARQUEZ,DOCTORES I,46,no_match,015
LA RAZA,MAZA,54,no_match,015
PERAL,PERALVILLO I,58,no_match,015
TABASCO,TABACALERA,58,no_match,015
SADI CARNOT,CENTRO I,52,no_match,015
CALLE TOMAS ALVA EDISON,PAULINO NAVARRO,47,no_match,015
CALLE JUAN ESCUTIA,VISTA ALEGRE,46,no_match,015
CALLE RAMON LOPEZ VELARDE,ESPERANZA,41,no_match,015
CALLE AMADO NERVO,TABACALERA,51,no_match,015
SOL,TRANSITO,36,no_match,015
CALLE DE CARLOS J. MENESES,BUENOS AIRES,36,no_match,015
CALLEJON SAN FRANCISCO TULTENCO,SAN SIMON TOLNAHUAC,44,no_match,015
JOSE MARIA BUSTILLOS,SANTA MARIA INSURGENTES,51,no_match,015
PRIMERA CERRADA ROJAS,SANTA MARIA LA RIBERA I,45,no_match,015
CERRADA 2 ROJAS,ROMA NORTE I,44,no_match,015
CALLE ANTONIO ROJAS,TABACALERA,48,no_match,015
