consulta,match,score,decision,cve_alcaldia
ABUNDIO MARTINEZ,BENITO JUAREZ,62,no_match,005
GUANAJUATO,GUADALUPE VICTORIA,50,no_match,005
LA HUASTECA,LA PASTORA,66,no_match,005
CALLE 36,VALLEJO I,58,no_match,005
CALLEJON DEL TRIUNFO,CUCHILLA DEL TESORO,56,no_match,005
CALLEJON SANTA ISABEL TOLA,SANTA ISABEL TOLA (PBLO),82,candidato,005
PONIENTE 118,VALLEJO PONIENTE,80,candidato,005
AVENIDA LUIS YUREN,GUADALUPE INSURGENTES,56,no_match,005
AVENIDA 412-A,VERONICA CASTRO,50,no_match,005
CALLE GARRIDO,CASTILLO GRANDE,57,no_match,005
PIURA,INDUSTRIAL I,47,no_match,005
CERRADA ORIENTE 157,CERRO PRIETO,58,no_match,005
NORTE 76-A,7 DE NOVIEMBRE,50,no_match,005
5A. CERRADA AVENIDA 539,LA PRADERA I (U HAB),46,no_match,005
AVENIDA 563,PROVIDENCIA I,50,no_match,005
EJE CENTRAL LAZARO CARDENAS,SAN JOSE DE LA ESCALERA,56,no_match,005
CALLE 1515,VALLEJO I,52,no_match,005
CALLE 298,VALLEJO I,55,no_match,005
JUAN FRANCISCO,SAN ANTONIO,56,no_match,005
AVENIDA 533,PROVIDENCIA I,50,no_match,005
GENERAL MARIANO SALAS,MAGDALENA DE LAS SALINAS,57,no_match,005
AVENIDA HENRY FORD,DEL OBRERO,42,no_match,005
EX HIPODROMO DE PERALVILLO,VALLE DE MADERO,48,no_match,005
MIGUEL BERNARD,BELISARIO DOMINGUEZ,60,no_match,005
VIRGINIA FABREGAS,MARTIN CARRERA I,54,no_match,005
AVENIDA ACUEDUCTO,ACUEDUCTO DE GUADALUPE (RDCIAL),69,no_match,005
AVENIDA 547,PROVIDENCIA I,50,no_match,005
AVENIDA 525,PROVIDENCIA I,50,no_match,005
LA ESPERANZA,LA ESMERALDA I,69,no_match,005
PRIMERA CERRADA DE APANGO,MARTIRES DE RIO BLANCO (AMPL),51,no_match,005
CALLE 8,VALLEJO I,62,no_match,005
RIO SAN JAVIER,SAN JOSE TICOMAN,60,no_match,005
BOULEVARD DEL TEMOLUCO,CUCHILLA DEL TESORO,58,no_match,005
BOULEVARD TEMOLUCO,DEL BOSQUE,50,no_match,005
AVENIDA 545,PROVIDENCIA I,50,no_match,005
AVENIDA 543,PROVIDENCIA I,50,no_match,005
AVENIDA 515,PROVIDENCIA I,50,no_match,005
AVENIDA 507,PROVIDENCIA I,50,no_match,005
CALLE 619,VALLEJO I,55,no_match,005
ELSA,ESTRELLA,50,no_match,005
AVENIDA MONTEVIDEO,SALVADOR DIAZ MIRON,48,no_match,005
AVENIDA DE LAS BRISAS,MAGDALENA DE LAS SALINAS,66,no_match,005
MIGUEL DE AVILA,SAN MIGUEL CUAUTEPEC,57,no_match,005
PUERTO GUAYMAS,GUADALUPE VICTORIA,50,no_match,005
CUZCO,COCOYOTES,42,no_match,005
LAZARO CARDENAS,EL CARMEN,58,no_match,005
ORIENTE 157,PLAZA ORIENTE (RDCIAL),77,candidato,005
NORTE 64,JORGE NEGRETE,47,no_match,005
ONIQUINA,ARAGON INGUARAN,43,no_match,005
AVENIDA 581,PROVIDENCIA I,50,no_match,005
AVENIDA 523,PROVIDENCIA I,50,no_match,005
GRACIELA,ESTRELLA,50,no_match,005
SCHUMANN,CAPULTITLAN,42,no_match,005
MENDELSSOHN,EL CARMEN,50,no_match,005
AVENIDA FRANCISCO MORAZAN,MAXIMINO AVILA CAMACHO,51,no_match,005
AMPLIACION CD LAGO A,C T M ARAGON AMPLIACION (U),66,no_match,005
ESCUADRON 201,ZONA ESCOLAR I,51,no_match,005
NORTE 16,15 DE AGOSTO,50,no_match,005
AEROLITO,EL OLIVO,62,no_match,005
GRAL. ANASTACIO BUSTAMANTE,SAN ANTONIO,48,no_match,005
AVENIDA 499,PROVIDENCIA I,50,no_match,005
EDO. DE QUERETARO,DEL OBRERO,59,no_match,005
LEON CAVALLO,VALLEJO I,57,no_match,005
GENERAL PEDRO MARIA ANAYA,GENERAL FELIPE BERRIOZABAL,54,no_match,005
AVENIDA TALISMAN,LA CASILDA,53,no_match,005
PRIMERA CERRADA DE FRANCISCO I. MADERO,VALLE DE MADERO,75,candidato,005
DE LA PAZ VIVEROS,FAJA DE ORO,57,no_match,005
ORIENTE 163,PLAZA ORIENTE (RDCIAL),77,candidato,005
VIVEROS DE LA PAZ,FAJA DE ORO,57,no_match,005
CALLE NORTE 7 A,7 DE NOVIEMBRE,55,no_match,005
ORIENTE 125,PLAZA ORIENTE (RDCIAL),77,candidato,005
CALLE 17,VALLEJO I,58,no_match,005
AVENIDA DEL CASTILLO,CASTILLO GRANDE,74,candidato,005
AVENIDA 535,PROVIDENCIA I,50,no_match,005
CALZADA OCHOA DE MIRANDA,CHALMA DE GUADALUPE I,53,no_match,005
CERRADA PLAN DE SAN LUIS,SAN JOSE DE LA ESCALERA,68,no_match,005
MIXCOATL,DM NACIONAL,52,no_match,005
IZCOATL,QUETZALCOATL 3,57,no_match,005
AVENIDA INSURGENTES NORTE,TEPEYAC INSURGENTES,73,candidato,005
MANATI,MALACATES,53,no_match,005
CALLE OBSIDIANA,LA CASILDA,56,no_match,005
CALLE 42-A,TLACAELEL,52,no_match,005
GENERAL RIQUELME,GENERAL FELIPE BERRIOZABAL,61,no_match,005
NORTE. 64,JORGE NEGRETE,45,no_match,005
SAMUEL,ESTANZUELA,62,no_match,005
NORTE 1-H,15 DE AGOSTO,47,no_match,005
CERRADA EL MIRADOR,SALVADOR DIAZ MIRON,54,no_match,005
ACOYAPA,LA JOYA,57,no_match,005
NORTE 64-A,JORGE NEGRETE,43,no_match,005
CALLE NORTE 66A,GUADALUPE INSURGENTES,50,no_match,005
NORTE 66-A,JORGE NEGRETE,43,no_match,005
CALLE NORTE 74,7 DE NOVIEMBRE,57,no_match,005
CALLE NORTE 74-A,7 DE NOVIEMBRE,53,no_match,005
NORTE 72-B,7 DE NOVIEMBRE,50,no_match,005
CARLOTA,CAPULTITLAN,55,no_match,005
ALICIA,MALACATES,53,no_match,005
NORTE 70,7 DE NOVIEMBRE,54,no_match,005
C DE LA UNION,6 DE JUNIO,69,no_match,005
CERRADA VENUSTIANO CARRANZA,FERNANDO CASAS ALEMAN,54,no_match,005
PELICANO,PANAMERICANA,60,no_match,005
NORTE 70-A,7 DE NOVIEMBRE,50,no_match,005
COMONFORT,COCOYOTES,55,no_match,005
BUEN TONO,JUVENTINO ROSAS,50,no_match,005
MATIAS ROMERO,AIDEE SOLIS CARDENAS-MATIAS ROMERO (U HAB),63,no_match,005
CALLE NORTE 92,VALLEJO I,52,no_match,005
CALLE GUERRERO,CASTILLO GRANDE,55,no_match,005
FRANCISCO VILLA,VILLA DE ARAGON (FRACC),63,no_match,005
CALLE JAVIER SOLIS,SAN JOSE DE LA ESCALERA,48,no_match,005
DEL CASTILLO,CASTILLO GRANDE,81,candidato,005
RECLUSORIO NORTE,MARTIRES DE RIO BLANCO,52,no_match,005
PUEBLOSAN MIGUEL CHALMA,SAN MIGUEL CUAUTEPEC,65,no_match,005
ARROYO ZACATENCO,RESIDENCIAL ZACATENCO,72,candidato,005
ANDADOR 25 DEL TEMOLUCO,DEL OBRERO,48,no_match,005
NEZAHUALCOYOTL,QUETZALCOATL 3,57,no_match,005
HUITZILIHUITL,INDUSTRIAL II,46,no_match,005
NORTE 3,JORGE NEGRETE,50,no_match,005
IRAPUATO,LA PASTORA,55,no_match,005
VENTISCA,JUVENTINO ROSAS,60,no_match,005
MAREJADA,LA PRADERA,55,no_match,005
NORTE 74,7 DE NOVIEMBRE,54,no_match,005
AVENIDA CUAUTEPEC,ARBOLEDAS DE CUAUTEPEC,71,candidato,005
DE LA ESCOLLERA,SAN JOSE DE LA ESCALERA,68,no_match,005
NORTE 40-A,JORGE NEGRETE,43,no_match,005
CERRADA GENERAL RIQUELME,GENERAL FELIPE BERRIOZABAL,68,no_match,005
NORTE 42,JORGE NEGRETE,47,no_match,005
CARUSO,CHURUBUSCO TEPEYAC,41,no_match,005
PUENTE DE CALDERON,VALLE DE MADERO,60,no_match,005
CERRADA DE OTAVALO,FAJA DE ORO,55,no_match,005
PRIVADA GABRIEL GUERRA,GABRIEL HERNANDEZ,61,no_match,005
AREQUIPA,LA PRADERA,44,no_match,005
HUANCAYO,INDECO (U HAB),45,no_match,005
CASMA,TLACAMACA,57,no_match,005
NORTE 72-A,7 DE NOVIEMBRE,50,no_match,005
DELIA,25 DE JULIO,50,no_match,005
AVENIDA INGENIERO ALFREDO ROBLES DOMINGUEZ,BELISARIO DOMINGUEZ,64,no_match,005
HABANA,SANTA ROSA,50,no_match,005
MARTINEZ ESCOBAR,ZONA ESCOLAR ORIENTE,66,no_match,005
CHAMIZAL,LA CASILDA,55,no_match,005
PALMAS,PALMATITLA,62,no_match,005
CUAUHTEMOC,CUAUTEPEC DE MADERO,55,no_match,005
CERRADA 5 DE MAYO,LA ESMERALDA I,51,no_match,005
CLAVE,EL CARMEN,42,no_match,005
CALLE TETRAZZINI,CAPULTITLAN,51,no_match,005
AVENIDA INGENIERO BASILISO ROMO ANGUIANO,GUADALUPE INSURGENTES,42,no_match,005
CARMEN SERDAN,EL CARMEN,80,candidato,005
CERRADA TETECONTLA,CERRO PRIETO,53,no_match,005
DANIEL,EL CARMEN,53,no_match,005
YOLANDA,ZONA ESCOLAR I,47,no_match,005
AVENIDA NOE,EL CARMEN,50,no_match,005
CALLE AMALIA,MALACATES,66,no_match,005
AVENIDA CENTENARIO,PLANETARIO LINDAVISTA,56,no_match,005
CUAUTEPEC ALTO CENTRO,CUAUTEPEC EL ALTO (PBLO),80,candidato,005
CITLALI,LA CASILDA,58,no_match,005
CALLE NORTE 66,VALLEJO I,52,no_match,005
SARA,ESTRELLA,50,no_match,005
CALI,CAPULTITLAN,53,no_match,005
TLALNEPANTLA,TEPETATAL,57,no_match,005
PEDRO LUIS OGAZON,SAN PEDRO EL CHICO,57,no_match,005
BORODIN,BONDOJITO,50,no_match,005
FRANCISCO TAMAGNO,SAN ANTONIO,50,no_match,005
MEYERBEER,JORGE NEGRETE,45,no_match,005
ERNESTO ELORDUY,DEL OBRERO,56,no_match,005
AVENIDA FRANCISCO J. MACIN,MAXIMINO AVILA CAMACHO,54,no_match,005
GENERAL LOPEZ DE SANTA ANNA,SANTA ROSA,66,no_match,005
GENERAL LAZARO CARDENAS,PLAZA ORIENTE (RDCIAL),53,no_match,005
CALLEJON CHIQUIHUITE,CASTILLO CHICO,52,no_match,005
BIZET,BONDOJITO,42,no_match,005
CERRADA MAURICIO GOMEZ,CERRO PRIETO,52,no_match,005
MEXICO,TLALPEXCO,53,no_match,005
VALPARAISO,MALACATES,52,no_match,005
EX EJIDO SAN JUAN DE ARAGON,SAN JUAN DE ARAGON (PBLO),83,candidato,005
MANIZALES,MALACATES,55,no_match,005
MARGARITA MAZA DE JUAREZ,BENITO JUAREZ,63,no_match,005
MARGARITA MAZA DE JUAREZ DEPORTIVO,BENITO JUAREZ,63,no_match,005
CALLE 16,VALLEJO I,58,no_match,005
CALLE DARIO FERNANDEZ,GABRIEL HERNANDEZ (AMPL) I,63,no_match,005
CABO FINISTERRE,PEMEX LINDAVISTA (U HAB),51,no_match,005
3ER. ANILLO DE CIRCUNVALACION,CASTILLO GRANDE,50,no_match,005
AVENIDA NECAXA,MALVINAS MEXICANAS,56,no_match,005
177,15 DE AGOSTO,13,no_match,005
PLAN DE SAN LUIS,TABLAS DE SAN AGUSTIN,64,no_match,005
AVENIDA DOLORES HIDALGO,SOLIDARIDAD NACIONAL,46,no_match,005
NINOS HEROES,HEROES DE CHAPULTEPEC,66,no_match,005
AVENIDA 482,PROVIDENCIA I,50,no_match,005
CALLE CANCUN,CASTILLO CHICO,53,no_match,005
PRIVADA,LA PRADERA,58,no_match,005
ROSARIO,CERRO PRIETO,52,no_match,005
CALZADA AZCAPOTZALCO LA VILLA,ARAGON LA VILLA (ARAGON),56,no_match,005
PRIVADA SANTIAGUITO,SANTIAGO ATEPETLAC,59,no_match,005
CERRADA PLAYA AZUL,LA ESMERALDA (U HAB),52,no_match,005
DE LOS ESTEROS,SAN JOSE DE LA ESCALERA,64,no_match,005
AVENIDA 699,PROVIDENCIA I,50,no_match,005
AVENIDA LA BRECHA,LA CASILDA,51,no_match,005
CALLE 623,VALLEJO I,55,no_match,005
PONIENTE 12,VALLEJO PONIENTE,84,candidato,005
PONIENTE 13,VALLEJO PONIENTE,84,candidato,005
LUCHA REYES,CUCHILLA DEL TESORO,53,no_match,005
ETEN,ESTRELLA,50,no_match,005
NORTE 12,15 DE AGOSTO,50,no_match,005
VOLCAN CEBORUCO,VERONICA CASTRO,53,no_match,005
NORTE 92-A,JORGE NEGRETE,43,no_match,005
JUSTO SIERRA,JUVENTINO ROSAS,51,no_match,005
CALLE 34,VALLEJO I,58,no_match,005
CAMINO DEL ESFUERZO,CUCHILLA DEL TESORO,57,no_match,005
8 DE MAYO,15 DE AGOSTO,57,no_match,005
CAJA DE PREVISION DE LA POLICIA,TRIUNFO DE LA REPUBLICA,58,no_match,005
FRANCISCO ECHEVERRIA,CERRO PRIETO,50,no_match,005
PEDRO NOLASCO,SAN PEDRO EL CHICO,58,no_match,005
GALVIA,GUADALUPE VICTORIA,50,no_match,005
PRIVADA OTAVALO,LA PRADERA,56,no_match,005
CALLE 17 DE MAYO,CUAUTEPEC DE MADERO,57,no_match,005
ARROYO DE LA ESCALERA,SAN JOSE DE LA ESCALERA,80,candidato,005
GAZANIA,PALMATITLA,47,no_match,005
J. MARIA BOCANEGRA,MARTIN CARRERA I,64,no_match,005
FRANCISCO DIAZ BARRIGA,LA LAGUNA TICOMAN (BARR),52,no_match,005
CAMINO A LAS CANTERAS,CAMINO A SAN JUAN DE ARAGON (PBLO),55,no_match,005
LOMA DE LA LUNA,LOMA DE LA PALMA,83,candidato,005
JADE,LA PRADERA,42,no_match,005
LAS PALMAS,LOMA DE LA PALMA,61,no_match,005
BONAO,BONDOJITO,57,no_match,005
JOSE JOAQUIN HERRERA,SAN JOSE DE LA ESCALERA,55,no_match,005
EVA SAMANO DE LOPEZ MATEOS,LOMA DE LA PALMA,61,no_match,005
CALLE 307,VALLEJO I,55,no_match,005
AVENIDA GRAN CANAL DEL DESAGUE,SOLIDARIDAD NACIONAL,48,no_match,005
RAMIRIQUI,CAMPESTRE ARAGON II,42,no_match,005
COLONIA DEL CARMEN,EL CARMEN,80,candidato,005
UNION,6 DE JUNIO,53,no_match,005
ROMULO ESCOBAR,ZONA ESCOLAR I,57,no_match,005
SEGUNDA CERRADA AVENIDA 517,FERNANDO CASAS ALEMAN,45,no_match,005
SAN MIGUEL EL ALTO,SAN MIGUEL CUAUTEPEC,73,candidato,005
LUIS ECHEVERRIA,VISTA HERMOSA,50,no_match,005
FERRUSQUILLA,VILLA HERMOSA,56,no_match,005
CALLE AMANDA DEL LLANO,FERNANDO CASAS ALEMAN,55,no_match,005
VOLCAN TLAJOMULCO,NUEVA ATZACOALCO I,51,no_match,005
AVENIDA PUERTO MAZATLAN,PLANETARIO LINDAVISTA,50,no_match,005
COYUCA,LA JOYA,46,no_match,005
CALLE 669,VALLEJO I,55,no_match,005
PRIVADA VENUSTIANO CARRANZA,LA CANDELARIA TICOMAN (BARR),54,no_match,005
CALLE 32-A,TLACAELEL,52,no_match,005
2A ELIAS F. HURTADO,FERNANDO CASAS ALEMAN,50,no_match,005
4TA. C. CERRADA VALENTIN CANALIZO,RESIDENCIAL LA ESCALERA (FRACC),43,no_match,005
RAUL HELMER,VALLE DE MADERO,53,no_match,005
CALLE VENTURINA,GUADALUPE VICTORIA,54,no_match,005
CALLE DIAMANTE,CASTILLO GRANDE,55,no_match,005
MALINTZIN,MALVINAS MEXICANAS,51,no_match,005
CAMINO CAMPESTRE,CAMPESTRE ARAGON I,72,candidato,005
BRASILIA,LA CASILDA,55,no_match,005
CALLE 2 CHAMICAL,CASTILLO CHICO,60,no_match,005
CALLE 28-B,VALLEJO I,52,no_match,005
CAMINO DE SANTIAGUITO,CAMINO A SAN JUAN DE ARAGON (PBLO),60,no_match,005
VOLCAN MALINCHE,LA MALINCHE,84,candidato,005
ALFREDO P. URUCHURTU,MARTIN CARRERA I,38,no_match,005
NORTE,BENITO JUAREZ,44,no_match,005
IGNACIO ZARAGOZA,PROGRESO NACIONAL I,57,no_match,005
DE FRANCISCO VILLA,VILLA DE ARAGON (FRACC),73,candidato,005
CAMAXTLI,PALMATITLA,55,no_match,005
RIO SANTA MARIA,SANTA ROSA,66,no_match,005
NORTE 54,15 DE AGOSTO,50,no_match,005
1A. CERRADA CUAUHTEMOC,ARBOLEDAS DE CUAUTEPEC,54,no_match,005
CALLE 653,VALLEJO I,55,no_match,005
AVENIDA 609,PROVIDENCIA I,50,no_match,005
DEL PARQUE,PARQUE METROPOLITANO,75,candidato,005
AVENIDA 557,PROVIDENCIA I,50,no_match,005
AVENIDA 565,PROVIDENCIA I,50,no_match,005
SAUL,ESTANZUELA,57,no_match,005
LIDIA,LINDAVISTA I,58,no_match,005
DE GLUK,6 DE JUNIO,47,no_match,005
RAFAEL MARTINEZ DE LA TORRE,MARTIRES DE RIO BLANCO,61,no_match,005
NORTE 24-A,JORGE NEGRETE,43,no_match,005
JOVELLANOS,JUVENTINO ROSAS,48,no_match,005
CERRADA MONTEVIDEO,CERRO PRIETO,53,no_match,005
AVENIDA RICARTE,PANAMERICANA,51,no_match,005
CALLE 10,VALLEJO I,58,no_match,005
NORTE 1-D,DEL OBRERO,52,no_match,005
PONIENTE 106,VALLEJO PONIENTE,80,candidato,005
JOSE FALCON,SAN JOSE TICOMAN,66,no_match,005
SIERRA DE PINOS,7 DE NOVIEMBRE,55,no_match,005
5 DE FEBRERO,DEL OBRERO,72,candidato,005
21 DE MARZO,15 DE AGOSTO,60,no_match,005
INGENIERO ROBERTO GAYOL,JUAN GONZALEZ ROMERO,51,no_match,005
1A. CERRADA NICANDRO CASTILLO,CASTILLO CHICO,72,candidato,005
AGUASCALIENTES,GUADALUPE INSURGENTES,62,no_match,005
CALLE LUCIO TAPIA,CASTILLO CHICO,51,no_match,005
SAN LUIS POTOSI,LUIS DONALDO COLOSIO,62,no_match,005
QUINTANA ROO,PROGRESO NACIONAL I,58,no_match,005
ORIENTE 155-A,PLAZA ORIENTE (RDCIAL),70,candidato,005
ARTES,MALACATES,57,no_match,005
CERRADA SAUCES,GRACIANO SANCHEZ,53,no_match,005
GABRIEL GUERRA,GABRIEL HERNANDEZ,70,candidato,005
MOCTEZUMA,COCOYOTES,44,no_match,005
AVENIDA GUADALUPE,GUADALUPE VICTORIA,74,candidato,005
IZCALOTL,QUETZALCOATL 3,54,no_match,005
JACARANDAS,PANAMERICANA,54,no_match,005
PEDERNAL,LA PRADERA,55,no_match,005
TREBOL,ESTRELLA,57,no_match,005
40B 5,DEL BOSQUE,26,no_match,005
DEL GOLFO,EL OLIVO,70,candidato,005
RETORNO RIO SANTA MARIA,SANTA ROSA,66,no_match,005
VOLCAN 3 VIRGENES,LA FORESTAL 3,53,no_match,005
V. BARAJAS,SIETE MARAVILLAS,46,no_match,005
ACAMAPICHTLI,TLACAMACA,57,no_match,005
AVENIDA GUILLERMO MASSIEU HELGUERA,VASCO DE QUIROGA,44,no_match,005
AVENIDA 685,PROVIDENCIA I,50,no_match,005
POLI ZACATENCO I Y II,RESIDENCIAL ZACATENCO,61,no_match,005
NORTE 82-A,JORGE NEGRETE,43,no_match,005
5 DE MAYO,15 DE AGOSTO,66,no_match,005
COQUIMBO,CERRO PRIETO,40,no_match,005
NORTE 82,JORGE NEGRETE,47,no_match,005
CONSTANCIA,ESTANZUELA,50,no_match,005
JUAN FCO.,CAMINO A SAN JUAN DE ARAGON (PBLO),61,no_match,005
SARDONICA,VERONICA CASTRO,58,no_match,005
4A. CERRADA JUAN FRANCISCO,SAN JUAN Y GUADALUPE TICOMAN (BARR),55,no_match,005
PERALVILLO,VILLA HERMOSA,60,no_match,005
TATA NACHO,LA PASTORA,50,no_match,005
VOLCAN DE FUEGO,VILLA DE ARAGON,60,no_match,005
AMATISTA,PALMATITLA,77,candidato,005
MAURICIO GOMEZ,MARTIRES DE RIO BLANCO,50,no_match,005
CAMINO PARQUE CENTRAL,PARQUE METROPOLITANO,58,no_match,005
DE 28 B,25 DE JULIO,55,no_match,005
VOLCAN MALACATEPEC,MALACATES,59,no_match,005
CALLE NORTE 68,VALLEJO I,52,no_match,005
CERRADA CORONA DEL ROSAL,SAN PEDRO EL CHICO,52,no_match,005
MARMOL,EL CARMEN,53,no_match,005
2A. CERRADA DEL CASTILLO,CASTILLO CHICO,72,candidato,005
CERRADA PARAISO,CERRO PRIETO,66,no_match,005
NORTE 48-A,JORGE NEGRETE,43,no_match,005
JASPE,TLALPEXCO,42,no_match,005
LA NACION,DM NACIONAL,70,candidato,005
OPALO,LA JOYA,50,no_match,005
PISAGUA,51 LEGISLATURA,47,no_match,005
CALLE ARMANDO MANZANERO,FERNANDO CASAS ALEMAN,54,no_match,005
CERRADA CASTILLO,CASTILLO GRANDE,77,candidato,005
LEOPARDOS,CERRO PRIETO,47,no_match,005
MERCADELA,LA ESMERALDA I,60,no_match,005
ANGEL BRIOSO VASCONCELOS,VASCO DE QUIROGA,50,no_match,005
CIRO MENDOZA,SAN PEDRO EL CHICO,53,no_match,005
AVENIDA CHIQUIHUITE,ARBOLEDAS DE CUAUTEPEC,48,no_match,005
CERRADA PIRULES,CERRO PRIETO,59,no_match,005
UNIDAD,SOLIDARIDAD NACIONAL,38,no_match,005
CERRADA PALMAS,LOMA DE LA PALMA,60,no_match,005
NICANDRO CASTILLO,CASTILLO CHICO,77,candidato,005
FLOR DE CUARESMA,FAJA DE ORO,59,no_match,005
SAN ANGEL,SAN ANTONIO,60,no_match,005
LORENZO BARCELATA,ZONA ESCOLAR ORIENTE,54,no_match,005
3 ANEGAS,ESTANZUELA,44,no_match,005
GUTY CARDENAS,EL CARMEN,54,no_match,005
DE LA PLAYA,LOMA DE LA PALMA,66,no_match,005
ENCINOS,JUVENTINO ROSAS,54,no_match,005
ANGEL BRIOSO,DEL OBRERO,54,no_match,005
RIO SAN JOAQUIN,SAN ANTONIO,61,no_match,005
S/N,ESTANZUELA,30,no_match,005
AVENIDA 604,PROVIDENCIA I,50,no_match,005
ASAMBLEA DE BARRIOS,MAGDALENA DE LAS SALINAS,60,no_match,005
AVENIDA MIGUEL OTHON DE MENDIZABAL ORIENTE,ZONA ESCOLAR ORIENTE,51,no_match,005
GUINEAS,TABLAS DE SAN AGUSTIN,50,no_match,005
NORTE 84-A,JORGE NEGRETE,43,no_match,005
GONZALO CURIEL,EL OLIVO,54,no_match,005
CHICONAHUTLA,CAPULTITLAN,52,no_match,005
DAVID BERLANGA,JAIME S EMILIANO G,50,no_match,005
2DA CERRADA 5 DE MAYO,LOMA DE LA PALMA,48,no_match,005
AGUSTIN LARA,TABLAS DE SAN AGUSTIN,73,candidato,005
CERRADA CHAMIZAL,LA ESMERALDA I,53,no_match,005
AVELLANO,CAPULTITLAN,52,no_match,005
COLORINES,COCOYOTES,55,no_match,005
DAVID MARTINEZ,MARTIN CARRERA I,60,no_match,005
PASEO DE ESPANA,VALLE DEL TEPEYAC,56,no_match,005
2A. CERRADA MIGUEL LERDO DE TEJADA,SAN MIGUEL-LA ESCALERA (BARR),53,no_match,005
ORIENTE 85,PLAZA ORIENTE (RDCIAL),82,candidato,005
ORIENTE 83,PLAZA ORIENTE (RDCIAL),82,candidato,005
ANGEL ALBINO CORZO,GRACIANO SANCHEZ,52,no_match,005
NORTE 80-A,JORGE NEGRETE,43,no_match,005
CALLE 9,VALLEJO I,62,no_match,005
EJE VIAL 2 ORIENTE (HONORABLE CONGRESO DE LA UNION),ZONA ESCOLAR ORIENTE,51,no_match,005
ORIENTE 87,PLAZA ORIENTE (RDCIAL),82,candidato,005
LAZARO CARDENAS 1RA SECCION,GERTRUDIS SANCHEZ 1A SECCION,61,no_match,005
CERRADA PASEO DE LA UNION INTERNACIONAL,SAN JOSE DE LA ESCALERA,51,no_match,005
NORTE 88,JORGE NEGRETE,47,no_match,005
AND. ROBERTOE PERAZA,DEL OBRERO,53,no_match,005
PATRICIO SANTOYO LIRA,LA PASTORA,51,no_match,005
AVENIDA 602,PROVIDENCIA I,50,no_match,005
C T M ATZACOALCO,CTM ATZACOALCO (U HAB),76,candidato,005
AMPLIACION CASAS ALEMAN,CASAS ALEMAN (AMPL) II,84,candidato,005
DINAMITA,LINDAVISTA I,60,no_match,005
PRADERA 2A SECCION,LA PRADERA,82,candidato,005
C T M EL RISCO,CTM EL RISCO (U HAB),72,candidato,005
CERRO DEL GUERRERO,DEL OBRERO,64,no_match,005
EX EJIDO SAN JUAN DE ARAGON SECTOR 33,SAN JUAN DE ARAGON (PBLO),83,candidato,005
CUAUTEPEC BARRIO ALTO,CUAUTEPEC EL ALTO (PBLO),80,candidato,005
BARRIO GUADALUPE TICOMAN,SAN JUAN Y GUADALUPE TICOMAN (BARR),82,candidato,005
EX EJIDO SAN JUAN DE ARAGON SECTOR 32,SAN JUAN DE ARAGON (PBLO),83,candidato,005
SANTA MARIA TICOMAN,LA LAGUNA TICOMAN (BARR),69,no_match,005
LA LENGUETA,LA FORESTAL,54,no_match,005
AMPLIACION ARBOLEDAS,C T M ARAGON AMPLIACION (U),66,no_match,005
ARPTO INT DE LA CD DE MEX-EQUIPAMIENTO,TRIUNFO DE LA REPUBLICA,48,no_match,005
PENSADOR MEXICANO,PARQUE METROPOLITANO,54,no_match,005
CIUDAD DE MEXICO,GRANJAS MEXICO I,56,no_match,006
PLAYA HORNITOS,SANTA ANITA,48,no_match,006
ORIENTE 259,AGRICOLA ORIENTAL I,46,no_match,006
ASTURIAS,SANTIAGO SUR (BARR),44,no_match,006
SAN FRANCISCO XILCANTONGO,SAN FCO XICALTONGO (BARR),68,no_match,006
LA CORUNA,LA CRUZ,75,candidato,006
BARRIO DE ZAPOTLA,ZAPOTLA (BARR),77,candidato,006
PLAYA CALETA,CARLOS ZAPATA VELA,60,no_match,006
BARRIO DE LOS REYES,LOS REYES (BARR),80,candidato,006
ALVARO OBREGON,AGRICOLA ORIENTAL I,48,no_match,006
SANTOS DEGOLLADO,RAMOS MILLAN BRAMADERO I,50,no_match,006
JUAN ESCUTIA,SANTA ANITA,43,no_match,006
SUR 26-A,REFORMA IZTACCIHUATL SUR,54,no_match,006
CUAUHTEMOC,MOSCO CHINAMPA,41,no_match,006
CORREGIDORA,REFORMA IZTACCIHUATL NORTE,43,no_match,006
SUR 6,REFORMA IZTACCIHUATL SUR,75,candidato,006
COLICA,LA CRUZ,46,no_match,006
AGRICULTORES,AGRICOLA ORIENTAL I,58,no_match,006
AVENIDA PUEBLA,NUEVA STA ANITA,55,no_match,006
ORIENTE 229,AGRICOLA ORIENTAL I,46,no_match,006
CALLE NICETO DE ZAMACOIS,PICOS IZTACALCO 2A,47,no_match,006
SUR 75,REFORMA IZTACCIHUATL SUR,66,no_match,006
AVENIDA SUR 12-C,SANTIAGO SUR (BARR),51,no_match,006
CDMX,JARDINES TECMA,22,no_match,006
CALLE 5,PANTITLAN I,33,no_match,006
AVENIDA RIO CHURUBUSCO,PICOS IZTACALCO 2A,45,no_match,006
ORIENTE 249 B,AGRICOLA ORIENTAL I,50,no_match,006
PLAYA MIRADOR,TLACOTAL RAMOS MILLAN,52,no_match,006
COLONIA SAN ANDES TETEPILCO,SANTA ANITA,47,no_match,006
CANAL DE TEZONTLE,CAMPAMENTO 2 DE OCTUBRE I,47,no_match,006
CALLE 3,PANTITLAN I,33,no_match,006
SUR 105 A,REFORMA IZTACCIHUATL SUR,50,no_match,006
