codigo_postal,nom_colonia,cve_alcaldia,id_colonia
16050,Tierra Nueva,013,13-071
16059,"Pueblo Santiago Tepalcatlalpan, U.H. Rinconada del Sur",013,13-034
16060,El Mirador,013,
16070,Belén,013,
16070,El Rosario,013,13-012
16070,La Guadalupita,013,13-022
16070,Santa Crucita,013,13-059
16080,La Santísima,013,13-024
16080,San Cristóbal,013,13-038
16080,San Diego,013,13-039
16080,San Esteban,013,13-040
16083,Caltongo,013,13-007
16090,San Pedro,013,13-057
16090,Tablas de San Lorenzo,013,13-006
16090,Xaltocan,013,13-073
16100,Santa Cruz Xochitepec,013,13-062
16200,Santiago Tepalcatlalpan,013,13-066
16210,Pueblo Santiago Tepalcatlalpan U.H. Res. Santiago,013,13-066
16210,La Concha,013,13-021
16240,Tlaxopan,013,13-072
16300,San Lucas Xochimanca,013,13-052
16310,La Cañada,013,13-018
16320,San Lucas Oriente,013,
16340,Texmic,013,
16400,San Lorenzo Atemoaya,013,13-006
16410,Lomas de Tonalco,013,
16420,San Jerónimo,013,
16428,El Jazmín,013,
16429,Rancho Tejomulco,013,
16430,Xochipilli,013,
16440,Año de Juárez,013,
16443,Pocitos,013,
16450,Santa María Nativitas,013,13-028
16457,Lomas de Nativitas,013,13-028
16459,Ampliación Nativitas,013,13-028
16500,Santa Cruz Acalpixca,013,13-060
16513,Apatlaco,013,
16513,Del Puente,013,
16514,La Gallera,013,
16514,Tetitla,013,
16514,Calpulco,013,
16520,La Planta,013,
16530,Las Cruces,013,
16530,Las Flores,013,
16533,Ahualapa,013,
16550,Valle de Santa María,013,
16600,San Gregorio Atlapulco,013,13-043
16604,San Andrés,013,13-035
16605,Los Reyes,013,
16606,3 de Mayo,013,
16607,San Antonio,013,13-036
16609,La Candelaria,013,
16610,San Luis Tlaxialtemalco,013,13-053
16614,Niños Héroes,013,
16615,La Asunción,013,13-017
16616,Santa Cecilia,013,13-058
16617,San Sebastián,013,
16620,San José,013,13-045
16629,La Guadalupana,013,
16629,San Juan,013,13-047
16630,San Juan Moyotepec,013,
16640,San Juan Minas,013,
16710,Quirino Mendoza,013,
16720,Del Carmen,013,13-011
16739,San Isidro,013,
16740,Guadalupita,013,13-022
16749,Las Animas,013,
16750,Calyequita,013,
16770,San Felipe,013,
16776,Santiaguito,013,
16776,El Mirador,013,
16780,Cerrillos Primera Sección,013,
16780,El Sacrificio,013,
16780,Cristo Rey,013,13-009
16780,Cerrillos Segunda Sección,013,
16780,Cerrillos Tercera Sección,013,
16797,Nativitas,013,13-028
16799,Las Mesitas,013,13-044
16800,San Mateo Xalpa,013,13-056
16810,San Andrés Ahuayucan,013,13-035
16810,Santa Inés,013,13-063
16810,Rosario Tlali,013,
16813,El Calvario,013,
16840,Santa Cruz Chavarrieta,013,13-061
16850,Chapultepec,013,
16860,Santa Cruz de Guadalupe,013,13-013
16880,Santa Cecilia Tepetlapa,013,13-058
16900,San Francisco Tlalnepantla,013,13-042
